Location name,Amount spent (TRY)
Adana Province,1856
Adıyaman Province,157
Afyonkarahisar Province,290
Aksaray Province,233
Amasya Province,281
Ankara Province,2943
Antalya Province,2052
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,588
Ağrı Province,≤100
Balıkesir Province,803
Bartın Province,110
Batman Province,184
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,154
Burdur Province,114
Bursa Province,1844
Denizli Province,641
Diyarbakır Province,384
Düzce Province,568
Edirne Province,244
Elazığ Province,161
Erzincan Province,≤100
Erzurum Province,217
Eskişehir Province,493
Gaziantep Province,922
Giresun Province,378
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1036
Isparta Province,208
Istanbul Province,14710
Iğdır Province,≤100
Kahramanmaraş Province,459
Karabük Province,117
Karaman Province,115
Kars Province,≤100
Kastamonu Province,152
Kayseri Province,848
Kilis Province,≤100
Kocaeli Province,719
Konya Province,1949
Kütahya Province,232
Kırklareli Province,164
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,247
Manisa Province,750
Mardin Province,245
Mersin Province,1107
Muğla Province,974
Muş Province,≤100
Nevşehir Province,116
Niğde Province,140
Ordu Province,544
Osmaniye Province,198
Rize Province,164
Sakarya Province,302
Samsun Province,974
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,206
Tekirdağ Province,618
Tokat Province,346
Trabzon Province,411
Tunceli Province,≤100
Unknown,≤100
Uşak Province,193
Van Province,232
Yalova Province,128
Yozgat Province,134
Zonguldak Province,3038
Çanakkale Province,423
Çankırı Province,≤100
Çorum Province,212
İzmir Province,2418
Şanlıurfa Province,566
Şırnak Province,137
