Location name,Amount spent (ARS)
Buenos Aires,1005482
Catamarca,64515
Chaco,75627
Chubut,78725
Ciudad Autónoma de Buenos Aires,335907
Corrientes,29560
Córdoba,1205476
Entre Rios,48720
Formosa,27303
Jujuy,12064
La Pampa,73712
La Rioja,19726
Mendoza,31971
Misiones,18027
Neuquén,71296
Río Negro,23889
Salta,79887
San Juan,48517
San Luis,41590
Santa Cruz,7142
Santa Fe,296706
Santiago del Estero,10987
Tierra del Fuego,58575
Tucuman,38205
Unknown,≤100
