Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
214827221987263,Andrej Babiš,ANO,217860,3
295889117124834,Tipsport,Tipsport,109238,5
210778132327279,Prima,Prima,29997,1
102389958091735,Generál Pavel,Petr Pavel,26849,16
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,14422,22
223117541065037,Karel Janeček,Karel Janeček,12681,4
109056560836,iFortuna.cz,iFortuna.cz,10311,9
1934837773438430,Pavel Fischer,Pavel Fischer,6115,8
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,5540,10
104240328634520,Jaroslav Bašta - SPD,Jaroslav Bašta - SPD,5377,2
104231245492136,Karel Diviš,Karlova lípa naděje z.s.,5284,9
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,5179,13
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",5084,25
384187235387895,Alena Schillerová,ANO,4908,1
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,4592,11
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,2778,6
2214398435317853,CNN Prima NEWS,FTV Prima,2122,3
197010357446014,Ondřej Prokop,Ondrej Prokop,1994,6
100890842680928,Milan Volf - primátor,Martin Kolííř,1679,1
228361180513562,Deník E15,CZECH NEWS CENTER a. s.,1636,8
251656685576,KDU-ČSL,KDU-ČSL,1593,11
1956144064659620,BlueTV,Aliance pro budoucnost,1407,1
123858471641,iROZHLAS.cz,Český rozhlas,1370,2
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1289,12
356451014434612,Marian Jurečka,KDU-ČSL,1185,5
102907672280977,Co bude dál?_________,NFSix.org,1128,28
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,1075,7
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,1047,4
1469427909957890,Reportér magazín,Reportér magazín,1019,1
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",986,11
178362315106,European Parliament,European Parliament,956,5
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",800,1
416970502094774,Jarda Chalupský,Vondracek Libor,784,2
101807522812518,A BASTA,Tomáš Dvořák,763,10
146955527905,EU Civil Protection & Humanitarian Aid,These ads ran without a disclaimer,750,1
1870450529906750,TERA.cz,TERA Systems s.r.o.,702,3
693725074166331,Naše zdravotnictví,Naše zdravotnictví,630,5
137301989386,Aktuálně.cz,Aktuálně.cz,602,3
