Location name,Amount spent (PKR)
Azad Kashmir,587
Balochistan,972
Federally Administered Tribal Areas,213
Gilgit-Baltistan,354
Islamabad Capital Territory,824
Khyber Pakhtunkhwa,4519
Punjab,19742
Sindh,5777
Unknown,≤100
