Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1616,1
515012855207241,Hon. Eng. Vincent Musyoka Musau Kawaya,Musa Vincent Musyoka,1558,1
443961495782341,Wanjiku Muhia,Wanjiku Muhia,1074,2
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,514,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,403,2
100244641708502,GK Timothy,These ads ran without a disclaimer,284,4
105833652399018,Maina Karobia,Mwangi Godfrey Maina,193,1
105282877901533,Hon Vincent Machoka,Hon Vincent Machoka,141,1
133802223457730,ECLT Foundation,These ads ran without a disclaimer,135,1
769095856453652,Axel Arigato,These ads ran without a disclaimer,134,1
102330265243236,Foster Green Organisation,These ads ran without a disclaimer,≤100,1
344115315677504,This Is Laikipia,This Is Laikipia,≤100,1
103385427857032,Hon. Joseph Lendrix Waswa,These ads ran without a disclaimer,≤100,1
108214532179714,Inland Motors Mombasa,These ads ran without a disclaimer,≤100,1
25035867040,Eastern Washington University,These ads ran without a disclaimer,≤100,1
106852952352880,Empresarial Iberoamericano,These ads ran without a disclaimer,≤100,1
108653994819801,CNBM Nigeria,These ads ran without a disclaimer,≤100,1
105142958765578,green.zanzibar,These ads ran without a disclaimer,≤100,1
383874228464968,Hosanna House Canada,These ads ran without a disclaimer,≤100,1
289397611132,Working Ranch Magazine,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
764443660320802,safe2choose,These ads ran without a disclaimer,≤100,1
106931698352366,Materials MDPI,These ads ran without a disclaimer,≤100,2
469201610080869,Binance,These ads ran without a disclaimer,≤100,1
113044918401840,hir_dei,These ads ran without a disclaimer,≤100,1
100399056233121,Maisa Paiva,These ads ran without a disclaimer,≤100,2
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100,3
