Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
643875235632378,Boniface Mwangi,These ads ran without a disclaimer,2573,1
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1676,1
106495591943295,warachi_shop,These ads ran without a disclaimer,1139,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,403,2
105833652399018,Maina Karobia,Mwangi Godfrey Maina,203,2
110283468351149,arms_too,These ads ran without a disclaimer,172,1
600979883334883,Hon. Zaheer Jhanda Mp Nyaribari Chache,Hon. Zaheer Jhanda Mp Nyaribari Chache,143,2
158714780827513,UNFPA,These ads ran without a disclaimer,127,3
1506723769658512,Susan Kihika,Susan Kihika,111,1
105282877901533,Hon Vincent Machoka,Hon Vincent Machoka,≤100,1
116670964706560,African Stories,These ads ran without a disclaimer,≤100,1
122775067736304,POWER magazine,These ads ran without a disclaimer,≤100,1
888507404545826,Chanderpur Group,These ads ran without a disclaimer,≤100,1
108281728342774,Akhija Matthew. O,These ads ran without a disclaimer,≤100,1
114496691584484,Dre2644-Novels,These ads ran without a disclaimer,≤100,1
116126484753041,Dre7566-Stories,These ads ran without a disclaimer,≤100,3
105528080797797,Axios International,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,2
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
107659855588990,Dre5915-MeReading,These ads ran without a disclaimer,≤100,3
118945884467733,Dre4628-MeReading,These ads ran without a disclaimer,≤100,1
161445577201388,Power Of Africa,These ads ran without a disclaimer,≤100,1
110969788607678,Dre8655-Stories,These ads ran without a disclaimer,≤100,4
409215839877796,Atlantic Fellows for Health Equity,These ads ran without a disclaimer,≤100,1
451540138213436,UNICEF Sudan,These ads ran without a disclaimer,≤100,2
1656590977890066,IDEO U,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
