Location name,Amount spent (NOK)
Akershus,3734
Aust-Agder,506
Buskerud,1452
Finnmark,370
Hedmark,947
Hordaland,2846
Møre og Romsdal,3559
Nord-Trøndelag,778
Nordland,1167
Oppland,889
Oslo,8207
Rogaland,2714
Sogn og Fjordane,503
Sør-Trøndelag,2197
Telemark,1354
Troms,1084
Unknown,≤100
Vest-Agder,963
Vestfold,2038
Østfold,1490
