Location name,Amount spent (USD)
Alabama,7358
Alaska,1820
Arizona,12994
Arkansas,4856
California,74440
Colorado,11975
Connecticut,6105
Delaware,1507
Florida,40059
Georgia,17751
Guam,≤100
Hawaii,2740
Idaho,4325
Illinois,21320
Indiana,12003
Iowa,5557
Kansas,4934
Kentucky,7574
Louisiana,9231
Maine,2565
Maryland,15043
Massachusetts,10210
Michigan,19076
Minnesota,11966
Mississippi,4444
Missouri,9519
Montana,2401
Nebraska,2796
Nevada,8179
New Hampshire,2694
New Jersey,13710
New Mexico,4606
New York,36729
North Carolina,18669
North Dakota,2134
Ohio,17749
Oklahoma,6745
Oregon,8475
Pennsylvania,22511
Puerto Rico,≤100
Rhode Island,1403
South Carolina,8172
South Dakota,1205
Tennessee,11990
Texas,67070
Unknown,≤100
Utah,6204
Vermont,1692
Virginia,19962
Washington,13658
"Washington, District of Columbia",8600
West Virginia,3501
Wisconsin,9539
Wyoming,1098
