Location name,Amount spent (CZK)
Central Bohemian Region,13244
Hradec Králové Region,6838
Karlovy Vary Region,2739
Liberec Region,5192
Moravian-Silesian Region,11555
Olomouc Region,5967
Pardubice Region,5811
Plzeň Region,5914
Prague,22610
South Bohemian Region,6544
South Moravian Region,14317
Unknown,≤100
Vysočina Region,5495
Zlín Region,5791
Ústí nad Labem Region,8809
