Location name,Amount spent (MYR)
Johor,862
Kedah,755
Kelantan,409
Kuala Lumpur,1126
Labuan,≤100
Malacca,268
Negeri Sembilan,397
Pahang,2520
Penang,407
Perak,680
Perlis,≤100
Putrajaya,≤100
Sabah,743
Sarawak,492
Selangor,2330
Terengganu,454
Unknown,≤100
