Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
107739801980383,Karachi Stories,Karachi Stories,76343,3
110657041281786,South Today,South Today,9466,1
226686207933637,Syed Hasnain Hashmi,Syed Hasnain Hashmi,5382,1
127593717315049,Jamaat-e-Islami Islamabad,Jamaat-e-Islami Islamabad,3636,3
1706863532970589,Nasir Hashmi,Osama Rehman Butt,3170,5
304781399652673,Jamshed Iqbal Cheema,Jamshed Iqbal Cheema,2742,1
101182962666680,Kissan Ittehad Awami Party,Kissan Ittehad Awami Party,2465,3
101269169346393,Barrister Abdullah Mumtaz Kahloon,Shahid Imran,1445,2
108731623986929,Voice of Sindh,Voice of Sindh,1296,10
111221954746117,Gujrat News Alert,Gujrat News Alert,1099,1
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",1025,1
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,936,2
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,931,2
105396082410434,Pakistan News,Osama Rehman Butt,709,2
107801948674316,BBU News WORLD,BBU NEWS WORLD,682,1
248448001962868,Political record,Atif Riaz Shahid,662,3
1858344281077768,Quetta News,These ads ran without a disclaimer,537,1
106685458717116,Muhammad Hussain,Muhammad Hussain,526,1
106024318966127,Bayaniya,Neo News (FUN INFOTAINMENT PVT LTD),504,3
107484761969431,Agha Siraj Khan Durrani Official,Agha Siraj Khan Durrani Official,424,2
105194142252825,Shahrukh Shah - PTI,Shahrukh Shah - PTI,336,1
113578877760214,Shahid Khan,Shahid Khan,329,1
389438921109161,Touseef Abbasi,Touseef Abbasi,324,2
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,308,1
104279625753861,Sada Haq Aithay Rakh - Bahawalnagar,Sada Haq Aithay Rakh - Bahawalnagar,243,1
2212487818997338,Fakhar Azam Wazir,These ads ran without a disclaimer,227,1
103767962366726,Mehar Tariq Sajjad MPA PP116,Muhammad Umar,226,2
248831848618970,Asad Ali P C R,Asad Ali P C R,221,1
424700160970280,Major Tahir Sadik Group - Attock,These ads ran without a disclaimer,177,1
101804018422790,Tanzil Magray,Tanzil Magray,165,1
106761655550799,Maktabat ul waheedia,These ads ran without a disclaimer,159,1
103717002442138,Rohtas Books,Shanza Zahoor,120,1
109493084543028,Four Corners with Tarar,NEXT TV,≤100,1
112794927146269,Anern Solar Street Light & Solar Power System,These ads ran without a disclaimer,≤100,1
101193942066482,Ahsan Bakhtawari official,These ads ran without a disclaimer,≤100,1
107374147863149,Lahore Spine Care- Dr Shiza Khan,These ads ran without a disclaimer,≤100,1
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100,1
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,≤100,2
104058444531264,جمعیت علماء اسلام پاکستان کے مرکزی رہنما حاجی جلات خان اچکزئی,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
