Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
108922248816222,Secretaría de Participación Ciudadana,Secretaría de Participación Ciudadana,3639751,79
102660885525434,Con mi plata NO,Con mi plata No,965145,56
231350380299380,Las Últimas Noticias (LUN),Las Últimas Noticias (LUN),405627,7
105560941738247,Movilizando Chilenos,Movilizando Chilenos,310265,47
103527991214141,Cero DICOM,Cero Dicom,243132,8
742589802465506,Reforma la Reforma,Fundación Ciudadanos en Acción,206710,56
103463095024719,Curiocity,Curiocíty,155517,8
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,134167,4
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,126874,14
1548643738480723,Asistencia Deudores,Asistencia Deudores,121358,2
103822445860239,Conexión Energía,Feedback Comunicaciones,113195,8
105798328215264,Asistencia Familia,Asistencia Familia,108722,6
558224964238853,Anglo American,Anglo American,99760,3
285417644878678,Red Antofagasta,Diarios en Red,66776,10
580663538777736,Consejo Minero,Feedback Comunicaciones,53440,2
110835964029132,Var Constitucional,Var Constitucional,44811,10
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,41140,3
1409821842658101,Merlín Research,Merlín Research,40299,1
103030962615298,Chile YAAC,Chile YAAC,35834,5
257465991058055,El Periodista,elperiodista.cl,34935,5
351583768232100,Red Tarapaca,Diarios en Red,34470,5
371453409556353,Red Coquimbo,Diarios en Red,34350,5
307330256067716,Red Atacama,Diarios en Red,31264,5
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
120514046007638,Soy del Campo Chile,Soy del Campo Chile,28859,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,27437,6
1661207433889496,Dr Salvador Urrutia y Constitución,Dr Salvador Urrutia y Constitución,23544,3
100714821561761,Tenemos que Hablar de Chile,Tenemos que Hablar de Chile,18601,7
102422525535808,FARMACIAS PUNTO BLANCO,FARMACIAS PUNTO BLANCO,17461,3
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,14574,3
78239901502,Diario Financiero,Grupo DF,14421,26
109615570880157,Luciano Rivas Stepke,Luciano Rivas,12911,1
632687896928177,Oscar Crisóstomo,Oscar Crisóstomo,12661,7
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,12025,6
756450494522524,Andrés Jouannet Diputado,Andrés Jouannet,12025,3
104487498154013,Agenda Transparencia,Agenda Transparencia,10798,5
10152723078,Alejandro Navarro,Alejandro Navarro,9183,1
226593947367922,Cultiva,Cultiva,9032,2
155768891670542,Arica Región Información,These ads ran without a disclaimer,8546,1
112414063439760,DeliBest Chile,Brecha Digital Consultores,6949,1
228557190541436,BancoEstado,BancoEstado,6801,1
113540781539326,Workmed,Workmed,6539,2
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,6170,1
761606963919174,Somos Aclara,Somos Aclara,5986,2
510702412304298,Circulo Emancipador de Mujeres y Niñas con Discapacidad de Chile,Circulo Emancipador de Mujeres y Niñas con Discapacidad de Chile,5706,1
109626371709961,Salmones Austral,Salmones Austral,5238,2
154785904692548,SalmonChile,SalmonChile,4762,6
108557574347706,Fundación Conecta Mayor,Fundación Conecta Mayor,3934,2
714668238565787,Felipe Delpin,Felipe Delpin,3743,1
1571540266449676,Diputada Sofía Cid V.,Diputada Sofia Cid Versalovic,3627,1
100622491799515,Sara ConchaSmith Diputada Ñuble,Sara ConchaSmith Diputada Ñuble,3220,1
105725594737658,Biosfera Austral,These ads ran without a disclaimer,2806,1
922533087852291,Luis Malla Diputado,Luis Malla Diputado,2570,1
109416599136825,El Diario de Antofagasta,El Diario de Antofagasta,2405,2
110405624650830,Chile En La Encrucijada,Chile En La Encrucijada,2353,2
541390972732127,Consejero Regional Rodrigo Vera,Consejero Regional Rodrigo Vera,2330,1
1078394702212388,Programa Adulto Mayor UC,Programa Adulto Mayor UC,2280,1
108523631002340,Loreta Villegas- Consejera Regional Aysen,Loreta Villegas- Consejera Regional Aysen,2280,2
160041474192578,Bernardo Berger,Bernardo Berger Fett,1990,1
101180752297383,Gustavo Benavente Diputado,Gustavo Benavente Diputado,1872,1
211625929000469,Jaime Escudero,Jaime Escudero,1654,4
112124727585651,Juan Tapia Tapia,These ads ran without a disclaimer,1639,1
104241664294127,Los Poderosos de Siempre,Los Poderosos de Siempre,1603,2
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,1496,1
1819438634863531,Instituto Igualdad,Instituto Igualdad,1411,1
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,1349,1
1621023591454427,Sandro Puebla Veas,Sandro Puebla Veas,1150,1
335527946802647,Perfiles Siluetas,These ads ran without a disclaimer,1099,1
401680316582113,Periódico de la Costa,PERIODICO DE LA COSTA,1018,1
118974348725735,Nataly Campusano,Nataly Campusano Díaz,974,2
14048602469,El Ciudadano,El Ciudadano,944,2
112731733833728,Familias: Ahora,These ads ran without a disclaimer,923,1
105362052496422,Nancy Carola Márquez Consejera,Nancy Carola Márquez Consejera,865,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,802,1
101291416357692,Coquimbo Avanza,These ads ran without a disclaimer,802,1
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,695,1
