Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,12467685,1
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,7500000,2
1786224525008587,Jose Vicente Alcalde,an advertiser in Venezuela,1500000,1
101033472862455,Shop Osbe,These ads ran without a disclaimer,590652,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,500000,2
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,250000,1
227622537655549,CGTN en Español,These ads ran without a disclaimer,215003,1
100222546310046,Movimiento Federal Venezolano,These ads ran without a disclaimer,65628,1
107567265030409,UProcess,These ads ran without a disclaimer,60001,1
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100,1
2018068638421522,Manteco,These ads ran without a disclaimer,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,1
106236005306369,bolzancibersecurityacademy,These ads ran without a disclaimer,≤100,1
116924765152540,Fawezi,These ads ran without a disclaimer,≤100,1
