Location name,Amount spent (EUR)
Attica (region),1922
Central Greece (region),148
Central Macedonia,1353
Crete,227
Eastern Macedonia and Thrace,181
Epirus (region),≤100
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),154
Southern Aegean,137
Thessaly,197
Unknown,≤100
Western Greece,226
Western Macedonia,≤100
