Location name,Amount spent (NOK)
Akershus,4232
Aust-Agder,597
Buskerud,1838
Finnmark,454
Hedmark,1099
Hordaland,3227
Møre og Romsdal,1829
Nord-Trøndelag,1008
Nordland,1416
Oppland,1068
Oslo,10355
Rogaland,2870
Sogn og Fjordane,626
Sør-Trøndelag,2831
Telemark,899
Troms,1144
Unknown,≤100
Vest-Agder,1263
Vestfold,1319
Østfold,1620
