Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
115518501869633,Axis Bank,Axis Bank,373485,6
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,148986,107
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,135627,108
105311899249332,CorruptionNath - करप्शननाथ,corruptionnath.com,94475,129
101450529671208,Saalu Dora Selavu Dora,selavudora.com,69380,121
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,66832,6
109545244848137,Crafto,Kutumb App,50701,25
109937650579639,discovery+,discovery+,40496,24
118554107945158,"Badlenge Sarkar, Badlenge Bihar",badlengesarkarbadlengebihar.com,36167,31
104211439033799,Jagane Kavali,Jagane Kavali,34061,61
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,30416,41
108788202141330,En Mann En Makkal,En Mann En Makkal,30083,19
119731475279145,Dubai Future Foundation,These ads ran without a disclaimer,28319,1
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,26865,1
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,24588,16
797927846899300,Flag Foundation of India,Flag Foundation of India,22931,26
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),22573,50
132689140088396,smilefoundation,smilefoundation,16400,47
201603136706772,DPR Chhattisgarh,Clarion IT,16042,3
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,15740,18
109602460457417,न्याय 24 न्यूज़,न्याय 24 न्यूज़,15137,7
537021156329658,Sukhbir Singh Jaunapuria,Sukhbir Singh Jaunapuria,11150,2
102599195635072,Apna Mama Ayega,Apna Mama Ayega,11070,13
479998865355592,Aditya Birla Group,Aditya Birla Group,11067,8
330760810293224,HelpAge India,HelpAge India,10991,64
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,10721,6
201603136706772,DPR Chhattisgarh,IVS Corporation,10690,1
402723946481290,Indian National Congress - Chhattisgarh,Indian National Congress - Chhattisgarh,10620,3
103782051383159,School of Politics,School of Politics,10358,40
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,10273,22
112058781694921,Fiigs India,Lebhaari,9364,15
270666596375251,Jhatkaa.org,Jhatkaa.org,8613,24
805526169610318,Shubhashray Housing India,shubhashray housing india,8522,11
347337386104390,Ramachandra Yadav,Ramachandra Yadav,8489,3
897056127025640,InKhabar,InKhabar,7978,13
123405501008524,Mercedes-Benz India,Mercedes-Benz India,7650,4
108080828884036,Gehlot Phir Se,DesignBoxed,7217,14
114233898263244,Indian Compass Videos,theindiancompass.com,7108,95
105856108971005,Shiv Rajya,Shiv Rajya,7071,18
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,7008,7
100214898257722,Bhak Budbak - भक बुड़बक,Bhak Budbak - भक बुड़बक,6907,61
107594063255738,Ankur Warikoo,These ads ran without a disclaimer,6697,17
102973272373231,Madhya Pradesh CM Report Card,Madhya Pradesh CM Report Card,6633,22
127418046946464,Poster Nation,Poster Nation,6240,12
395658807511230,International Automobile Centre of Excellence,International Automobile Centre of Excellence (iACE),6073,4
1557361624498223,Sunny Nimhan,Sunny Nimhan,5783,10
