Location name,Amount spent (CZK)
Central Bohemian Region,11922
Hradec Králové Region,5228
Karlovy Vary Region,2743
Liberec Region,4154
Moravian-Silesian Region,11966
Olomouc Region,5483
Pardubice Region,4601
Plzeň Region,7570
Prague,26428
South Bohemian Region,6465
South Moravian Region,13671
Unknown,≤100
Vysočina Region,4188
Zlín Region,5435
Ústí nad Labem Region,7697
