Location name,Amount spent (TWD)
Changhua,7377
Chiayi,1645
Hsinchu,3995
Hsinchu City,5855
Hualien,2404
Kaohsiung,26258
Keelung City,2911
Kinmen,567
Lienchiang,≤100
Miaoli,3210
Nantou,2785
New Taipei City,40900
Penghu,955
Pingtung,6067
Taichung,26524
Tainan,16037
Taipei,31733
Taitung,1463
Taoyuan City,23521
Unknown,3166
Yilan,2681
Yunlin,4085
