Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,8879,8
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,3550,8
487382181357231,Diego Echeverría,Javier Guadalupe,1899,2
1663909410533738,Pit-Cnt - oficial,PITCNT,1588,4
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,735,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,622,7
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,561,1
409758545881921,Intendencia de Colonia,Intendencia de Colonia,535,1
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,281,2
118843371534548,AUTE - Agrupación UTE - Sitio Oficial,AUTE,264,2
339506493370193,Richard Sander,Richard Saul Sander Darín,255,2
102807685873350,Facundo Marziotte,AE Comunicacion Visual,196,1
518564558675769,Vertiente Artiguista San José,Daniel Fernando Blanco D'Oliveira,189,1
107680212029365,Todos Por Río Negro,Alejandro Matias Roverano Ayala,115,2
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,108,1
109742511433906,Intersocial Maldonado,Irene Gonçalvez Mautone,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,4
455756068320371,Litefilos,These ads ran without a disclaimer,≤100,1
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
