Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
286861344662855,Stella Artois,Ambev,23645,54
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,19429,45
141627992572943,Budweiser,Ambev,15000,5
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,10570,236
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,6414,68
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,5030,4
333720355130,Petrobras,Petrobras,5014,20
109770755848061,Suzano,Suzano SA,4336,10
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,4298,18
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,3914,4
128802790469337,Todos Pela Educação,Todos Pela Educação,3440,5
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,3225,82
224950980894382,Fred Costa,Frederico Borges Da Costa,1905,13
159103797542,Greenpeace Brasil,Greenpeace Brasil,1873,126
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,1710,2
224777780881144,Visão Mundial,Visão Mundial,1707,38
198849783539777,Buscofem,Buscofem,1668,1
151756254136,Enel Brasil,Enel Brasil,1608,4
835946223123849,Grupo CCR,These ads ran without a disclaimer,1605,1
197587446941661,Valor Econômico,Editora Globo,1592,26
239977579362882,Blue3,Blue3 Investimentos,1469,7
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,1453,147
105806795144292,EducaMídia 60+,EducaMídia 60+ com créditos para anúncios do Facebook,1374,11
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,1207,100
268442489924536,Desenvolve SP,Desenvolve SP,1153,20
121016455967353,Transparência Eleitoral Brasil,TRANSPARENCIA ELEITORAL BRASIL,1152,4
115230991849922,O Globo,Editora Globo,1122,8
360282804039745,Reinaldo Azambuja,Reinaldo Azambuja Silva,1040,7
165175370206522,Citi Brasil,Citi Brasil,1034,1
157982450937286,Senador Carlos Viana,Carlos Alberto Dias Viana,942,8
251235795032635,Itamar Borges,Itamar Borges,900,98
275181425967272,Olavo de Carvalho,CAMARGO & CARVALHO TECNOLOGIA DA INFORMACAO LTDA,898,22
104738421003389,InvestNews BR,Easynvest,862,30
588749897806578,Prefeitura de Piraquara,MUNICIPIO DE PIRAQUARA,823,4
106091268052699,Prefeitura de Diadema,Prefeitura de Diadema,793,6
2209636419286152,Elismar Prado,Elismar Prado,790,6
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,782,8
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,778,3
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,776,27
751187041558643,Requião Filho,Maurício Requião,765,8
1803942763165651,Hélio Peluffo,Hélio Peluffo,725,8
102224105929379,paulo_ghedini,These ads ran without a disclaimer,672,1
172444996112900,Fundo Brasil,Fundo Brasil,658,191
157912844276400,Governo da Bahia,SECRETARIA DE COMUNICACAO SOCIAL - SECOM,634,6
150897651635768,Governo do Estado do Ceará,OUTCOME DIGITAL STRATEGY,615,2
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,604,2
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",600,17
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,599,4
157964194719,Enel Clientes Brasil,Enel Brasil,597,4
520803328039440,Recicla Sampa,Eco Urbis e Loga,580,49
193640871262,CLAUDIA Online,Kauira Grillo,574,5
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,562,8
515514761825666,Prefeitura de Curitiba,Prefeitura Municipal de Curitiba,547,12
197698930267127,Alana,Instituto Alana,539,29
305405126987059,Thomaz Henrique,Thomaz Henrique Barbosa Da Silva,525,3
