Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,1083,1
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,793,5
339506493370193,Richard Sander,Richard Saul Sander Darín,520,2
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,244,4
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100,1
107574220629167,Carolina Batista,Norma Valentina Pérez Nunez,≤100,1
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100,2
104722751816273,Diplomatura en Bioarquitectura,These ads ran without a disclaimer,≤100,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,≤100,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100,1
698974256785676,Bayer Cono Sur,These ads ran without a disclaimer,≤100,1
1392286137657957,Jorge Rios Designer,These ads ran without a disclaimer,≤100,1
104799185701491,OOQ - only one question,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
102263001696586,גרין אקדמי- בית ספר מקוון ללימודי קיימות וסביבה,These ads ran without a disclaimer,≤100,1
