Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
11449543593,Carlos Ocariz,an advertiser in Venezuela,36069919,218
564188034075673,Roberto Enriquez,an advertiser in Venezuela,18604958,2
110530401611698,real.termometronacional,an advertiser in Venezuela,6250000,3
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,2327495,1
105971132265220,Luis Fernando Guerra O,an advertiser in Venezuela,1057498,1
161707728106607,BayWa r.e. Global,These ads ran without a disclaimer,516225,1
327115907736300,Asia Global Institute,These ads ran without a disclaimer,32031,1
256172641494184,Imperivm,These ads ran without a disclaimer,18717,1
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,11988,1
106906488390424,Alcaldia de Zamora Estado Barinas,These ads ran without a disclaimer,11316,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
294028895335,The Ehlers-Danlos Society,These ads ran without a disclaimer,≤100,1
750731415621118,Remote Sensing MDPI,These ads ran without a disclaimer,≤100,2
104197914934368,E.T. Gunnarsson,These ads ran without a disclaimer,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,2
239982637475,Independent Evaluation Group (IEG),These ads ran without a disclaimer,≤100,1
