Location name,Amount spent (NZD)
Auckland Region,4484
Bay of Plenty Region,915
Canterbury,1433
Cook Islands,≤100
Gisborne District,121
Hawke's Bay,584
Manawatu-Wanganui,633
Marlborough Region,115
Nelson Province,159
Niue,≤100
Northland Region,478
Otago,697
Southland,243
Taranaki,365
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,1286
Wellington Region,1016
West Coast,≤100
