Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,31047,112
12860228293,Politiken,Politiken,13868,18
112229035481469,HK Danmark,HK Danmark,7993,7
250994288337708,Sex og Samfund,Sex og Samfund,7081,25
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,6095,34
65929129383,Røde Kors,Røde Kors,4499,21
123653695693986,Motatos Danmark,Motatos,3503,9
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3004,39
12787473132,Berlingske,Berlingske,2711,30
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,2108,2
130388840342741,Danske Bank,Danske Bank,2064,4
748887235210811,Obton Forvaltning A/S,Obton A/S,1779,11
114022008656246,Danmarks Indsamling,Danmarks Indsamling,1695,2
59143726810,Psykiatrifonden,Psykiatrifonden,1644,4
22030968736,Anima,Anima,1535,3
104023927005,NRGi,NRGi,1526,11
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,1469,4
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1445,2
106468772046278,Project Greensand,Project Greensand,1345,11
102154048301476,Lederstof.dk,Lederne,1207,25
437410226312057,Københavns Kommune,Københavns Kommune,1201,11
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,1180,8
304554445813,Videncentret Bolius,Videncentret Bolius,1163,13
55365680705,Greenpeace Danmark,Greenpeace Danmark,997,12
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,997,15
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,997,24
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,935,6
72672361910,Børns Vilkår,Børns Vilkår,917,10
101875098313543,Andel,Andel,816,8
314676938743,DM din akademiske fagforening,DM,806,21
867877683280051,Weekendavisen,Weekendavisen,801,41
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,749,18
126543540781090,Ældre Sagen,Ældre Sagen,728,21
132344416862423,FOA,FOA,683,2
181330585392156,Skattestyrelsen,Skattestyrelsen,615,3
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,611,1
246977185497434,Plastic Change,Plastic Change,602,6
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,583,6
1417372171814283,Byggegruppen 3F,Byggegruppen 3F,577,2
105511328705392,HØRT,Børns Vilkår,540,6
182121298931589,Odense Kommune,Odense Kommune,499,3
1724068710936501,Anja C Jensen,HK Danmark,482,3
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,466,2
110560691837684,SolCompagniet,SolCompagniet,449,1
287306323369,Børnecancerfonden,Børnecancerfonden,433,2
69985338410,Jacob Mark,SF,431,3
