Location name,Amount spent (ARS)
Buenos Aires,897840
Catamarca,51756
Chaco,62014
Chubut,326031
Ciudad Autónoma de Buenos Aires,394401
Corrientes,16958
Córdoba,1257445
Entre Rios,44555
Formosa,21164
Jujuy,25455
La Pampa,69361
La Rioja,9024
Mendoza,29738
Misiones,24589
Neuquén,85664
Río Negro,40651
Salta,68142
San Juan,37788
San Luis,52672
Santa Cruz,14902
Santa Fe,290611
Santiago del Estero,8996
Tierra del Fuego,47792
Tucuman,36052
Unknown,≤100
