Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
301774903545521,Brasil Paralelo,Brasil Paralelo,21925,257
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,10020,277
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,8019,55
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",5683,37
159103797542,Greenpeace Brasil,Greenpeace Brasil,4936,164
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,4067,36
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,2638,171
112830251033781,Tiger,GRUPO HEINEKEN,2614,1
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,2171,83
101189854802059,Revista Oeste,Revista Oeste,1582,10
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,1501,2
330379553673497,Oxfam Brasil,Oxfam Brasil,1487,163
130458937054870,Governo do Estado do Paraná,Governo do Estado do Paraná,1345,2
263563620333111,Eduardo Braga,Carlos Braga,1319,7
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,1175,160
109226467222782,Brasil Sem Medo,Brasil Sem Medo,1143,152
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,913,22
113165042099382,Brasil 61,Brasil 61,876,47
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,847,23
181486689190282,Metabase Chapa 1,Suzana Felix Guedes,764,28
104738421003389,InvestNews BR,Easynvest,755,22
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,700,129
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,672,10
123884341029248,João Jorge,JOÃO JORGE DE SOUZA,645,3
1534982756793690,Foodvisor,These ads ran without a disclaimer,592,1
197587446941661,Valor Econômico,Editora Globo,587,26
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,521,3
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,509,4
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,505,2
286861344662855,Stella Artois,Ambev,503,6
100261572206297,Coronel Assis,Jonildo Jose de Assis,489,2
258088921369,TOTVS,TOTVS,473,5
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,467,80
110225312350543,Nova Escola,Associação Nova Escola,461,20
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,450,1
267918733707038,Eduardo Ricatto,Carlos Eduardo Ricatto,442,10
151756254136,Enel Brasil,Enel Brasil,436,7
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,429,11
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,429,4
172154116311925,Sindserv Santos,Sindserv Santos - Sindicato dos Servidores Públicos Municipais de Santos,427,4
403991616637353,MEU TUDO,These ads ran without a disclaimer,414,1
1330553853730532,Davi Mateus,These ads ran without a disclaimer,409,1
502267346597124,BandNews TV,Newco Programadora e Produtora de Comunicação Ltda.,400,1
1528518104055044,Dr Daniel Santos,Dr. Daniel Santos,390,20
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,386,54
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",375,22
105527742878890,Prefeitura do Recife,Prefeitura do Recife,358,7
2051084185112233,Curso Sobredireito,W Akerman Serviços Educacionais Ltda,339,46
142099522556207,Weverton,Weverton Rocha,318,2
413779298643133,Sindifort Sindicato,Sindifort _Sindicato dos Servidores Municipais de Fortaleza,313,6
300385920154650,Marcio Rosa,Marcio Rosa Da Silva,308,11
104498669210628,Gustavo Rodrigenes,Assinatura Direito,304,49
224777780881144,Visão Mundial,Visão Mundial,302,25
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,298,15
1016014891780524,Estratégia Carreira Jurídica,ESTRATEGIA CONCURSOS SA,291,46
520803328039440,Recicla Sampa,Eco Urbis e Loga,285,57
170166996524709,Orlando Morando,Orlando Morando Junior,277,8
2323904661180742,All Out Brasil,All Out,275,5
478752158813845,Maurício Eskudlark Deputado,Assinatura Do Titular,261,10
1405025743082214,Coronel Alberto Feitosa,Alberto Jorge Feitosa,255,24
239977579362882,Blue3,Blue3 Investimentos,242,5
213048568820524,Vereador Paulo Frange,Rodrigo Carvalho,240,28
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",230,25
669979576373645,Delegado Eduardo Boigues,Delegado Eduardo Boigues,230,23
113005112093720,Aldo Solar,Aldo Solar,229,1
106525678463910,União Brasil 44,UNIÃO BRASIL,220,4
538984582880293,Wilker Barreto,Wilker Barreto,214,5
105933125105087,Aqui Pela Saúde Dela,Organon,206,63
380752075612906,Deputado Cezar,Antonio da Rocha Marmo Cezar,203,12
1082805205172897,Zé Vitor,Zé Vitor,198,2
103149232674352,Joana Lima,These ads ran without a disclaimer,192,1
107318201742773,Gerador de Votos,Carlos Bomfim,181,24
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,181,81
165175370206522,Citi Brasil,Citi Brasil,180,5
143803862450980,Célio Studart,Célio Studart Barbosa,173,6
273642106068512,Paulo Alexandre Barbosa,Paulo Alexandre Pereira Barbosa,170,11
142073912632259,Carlos Giannazi,Deputado Carlos Giannazi,169,5
103792372618962,Gazeta da Amazônia,Gazeta da Amazônia,162,13
297785830288053,Rosenverg Reis de Oliveira,Rosenverg Reis de Oliveira,160,3
594009177348086,Virmondes Borges Cruvinel Filho,Virmondes Borges Cruvinel Filho,160,5
106869981440689,Brasil Certo,BRASIL CERTO,159,15
391540320944905,Prefeitura de Uberlândia,Secretaria Municipal de Governo e Comunicação - SMGC,159,3
347742876973,ADPF - Associação Nacional dos Delegados de Polícia Federal,Associação Nacional dos Delegados de Polícia Federal,158,8
102275945221840,Portal Tucumã,Portal Tucumã,157,216
109110994173276,DR. Fernando Marcondes,Fernando Jose Sibila Marcondes,156,2
163893463708223,Marcelo Vitorino,IDP,153,15
191056481289310,Mayr,Luiz Mayr Neto,152,2
107742651063250,Academia de Pesquisa,Academia Brasileira de Formação e Pesquisa,150,28
131497886977001,Associação Paulista de Medicina,Associação Paulista de Medicina,149,4
1796853600564637,Jair Da Mendes Gomes,ADEJAIR SANCHES DE AGUIAR,147,2
169264993128249,Prefeitura de Fortaleza,Outcome Digital Strategy,144,1
269629626488137,Amazônia Passa Aqui,Amazônia Passa Aqui,143,7
111130822268479,IDP,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa IDP - LTDA",142,12
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,139,4
1111649495517188,Dilemário Alencar,Dilemario Alencar,137,8
359871157981726,Decorando a Lei Seca,Decorando a Lei Seca,135,21
2027104210849317,Geraldinho Prefeito do Povo,Geraldo Pinto De Camargo Filho,134,1
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,132,3
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,128,1
104648831582042,Prefeitura de Tupaciguara,Prefeitura de Tupaciguara,124,6
124504092279492,Hélio Rodrigues,Hélio Rodrigues,122,2
348704312899125,foconofato,FOCO NO FATO,122,11
656965247684115,Zequinha Marinho,Zequinha Marinho,121,5
103920308461143,Observatório Social do Petróleo,Cajuína Produções e Mídia Digital,120,4
106674487603898,acionistas_minoritarios,These ads ran without a disclaimer,120,4
391175961040598,ADE SAMPA,ADE SAMPA,120,1
333720355130,Petrobras,Petrobras,119,23
173480706086444,The Nature Conservancy Brasil,The Nature Conservancy Brasil,119,6
112225968821371,OSINERGMIN,These ads ran without a disclaimer,118,1
124632230915020,Luciana Genro,Luciana Krebs Genro,116,7
900902489956300,Zezinho Sobral,José macedo sobral,115,2
104633505692442,Alex Diniz,Alex Diniz,115,1
481960978885807,Paula Belmonte,PAULA MORENO PARO BELMONTE,115,18
1194027463946088,Roberto Cidade,ROBERTO MAIA CIDADE FILHO,114,1
1073772202658318,Janaína Lima,Janaina Carla De Lima Pascalichio,113,6
106177618923389,Uniodontoms,Uniodonto Mato Grosso do Sul,112,1
127789930632668,Conectas Direitos Humanos,Conectas Direitos Humanos,112,4
139007399495933,Fundação SOS Mata Atlântica,FUNDACAO S.O.S. PRO-MATA ATLANTICA,111,6
465508674236677,Edmar Ptak,Edmar Ptak Guimaraes,110,4
546638152036818,Ulysses Gomes,ULYSSES GOMES DE OLIVEIRA NETO,109,3
104486751876738,Tenente Coronel Zucco,Luciano Zucco,108,3
1069481486459981,Antídio Lunelli,Antídio Aleixo Lunelli,108,8
479451742185899,Joel Rodrigues,Joel Rodrigues da Silva,106,2
271242366375666,Edson Giriboni,Edson Giriboni,106,2
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,105,4
251235795032635,Itamar Borges,Itamar Borges,104,2
100381658780941,agencia.brasilia,agencia.brasilia,102,4
201991609984528,Odair Cunha,Odair José da Cunha,101,8
2034754990120059,Ibrachina,Ibrachina Instituto Sociocultural Brasil-China,≤100,14
348939091886220,Jornal Repercussão,Jornal Repercussão,≤100,1
405696379766191,Angelo Coronel,ANGELO MAR1 CORONEL DE AZEVED0 MARTINS,≤100,2
1491681474458343,Bancários Rio,Sindicato dos Bancários do Rio de Janeiro,≤100,6
113635063357657,sol_lima_tricoterapeuta,Maria Solange Alves Lima,≤100,2
102384321716297,Advocacia Cortona e Ranieri,Advocacia Cortona Ranieri,≤100,5
971716929540046,Rubinho Nunes,Rubens Alberto Gatti Nunes,≤100,8
172444996112900,Fundo Brasil,Fundo Brasil,≤100,26
124116941088719,Prefeitura de Macapá,Munícipio de Macapá,≤100,1
110972683845381,Conta Bemol,Bemol Serviços Financeiros,≤100,3
100148085814229,Concursos e Processos Seletivos Brasil,IBFC - Instituto Brasileiro de Formação e Capacitação,≤100,8
106308415121143,Politique - Detalhamento de Votos,PRATIC SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO LTDA,≤100,13
433889123483814,Prefeitura do Prata,Prefeitura Municipal do Prata,≤100,1
132804480113814,PwC Brasil,PwC Brasil,≤100,3
1532755897054705,TV MAIS,TV MAIS MARICÁ,≤100,4
7970426802,WWF-Brasil,WWF-Brasil,≤100,43
250960541687036,Antônio Gomide,Antonio Gomide,≤100,7
102138423231691,Revista Semana Online,Revista Semana On,≤100,17
780458271981477,Prefeitura de Gravataí,AD3Plus,≤100,6
231018984119082,Cris Monteiro,Cristina Pereira Monteiro,≤100,9
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,≤100,10
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,≤100,10
805023852881657,Sérgio Rocha,Fabricio Luciano Cayuela,≤100,1
170190620364964,Secretaria Municipal de Meio Ambiente,Polegar Direito,≤100,5
100583128162780,Polícia 24h AM,mb marketing comunicação e eventos,≤100,17
248844375207062,Jorge Wilson Xerife do Consumidor,Jorge Wilson - Xerife do Consumidor,≤100,4
1276486079064454,Prefeitura Municipal de Pitangueiras - 2021/2024,MUNICIPIO DE PITANGUEIRAS,≤100,8
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,≤100,8
201878973201295,Republicanos10,Republicanos10,≤100,4
103356970098314,Geleia Protetor,Vlademir Galdino,≤100,2
