Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
953600271404690,BJP Meghalaya,Bharatiya Janata Party,128243,44
105469904495866,AP Digital Corporation,PromoDome Digital LLP,68635,2
104516512296314,Kartikeya Sharma,Adv Tech,61376,74
486980998032652,BJP Karnataka,Bharatiya Janata Party (BJP),58661,5
21169267101,Give,Give,58588,16
102377305543409,AITC Meghalaya,Indian Political Action Committee,50200,33
326102339565,Oxfam India,Oxfam India,42371,55
404746486258732,Project Nanhi Kali,Project Nanhi Kali,41746,37
652657388214939,BJP Nagaland,Bharatiya Janata Party (BJP),31091,64
105671775473178,Jan Suraaj,Jan Suraaj,27248,68
568928239883450,The Times Of A Better India,The Times Of A Better India,24148,3
174283119250672,Save the Children India,Bal Raksha Bharat,23506,74
107395897271506,Kutumb,Swatantra Verma,23294,26
102741892267001,Meghalaya Deserves Better,Meghalaya Deserves Better,23290,10
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,19897,7
113125761613615,Namma CM Bommai,Recro Media,18458,68
108019578732536,Khabar Rajasthan,Khabar rajasthan,16358,12
104211439033799,Jagane Kavali,Jagane Kavali,16012,44
153063591397681,Amazon Web Services,These ads ran without a disclaimer,14501,1
804538566410307,Sudhindar Moond,Rohit Githala,13969,35
1180249348746112,Mukul Sangma,Mukul Sangma,13457,22
107864648831408,Nammavar Kamal Haasan,Nammavar kamal hassan,12699,41
442710802417591,Baljeet Yadav,Baljeet Yadav,12649,4
103370585969591,Baghel ka Bharosa,Baghel Ka Bharosa,11860,15
100204332997540,5 Star Meghalaya,Design Boxed,11780,21
355739144465220,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),11068,98
109324341847519,Basavaraj Bommai Fans Club,Recro Media,10905,82
30290552843,Greenpeace India,Greenpeace India Society,10555,19
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,9716,8
675268652538693,Dr Dhan Singh Rawat,Raj Singh,9673,100
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,9405,8
148200615837635,Malur ES EN Krisshnaiah Setty,Malur ES EN Krisshnaiah Setty,9403,9
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,9152,13
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),8861,80
104830828593863,ಮುರುಗೇಶ್ ನಿರಾಣಿ ಅಭಿಮಾನಿ ಬಳಗ,ಮುರುಗೇಶ್ ನಿರಾಣಿ ಅಭಿಮಾನಿ ಬಳಗ,8437,7
285029500623,CARE India,CARE India,8123,33
270666596375251,Jhatkaa.org,Jhatkaa.org,8097,35
170484126349815,Indian Cancer Society,Indian Cancer Society,8047,4
102098615927130,Nam Namo - ನಮ್ ನಮೋ,karunadueesanje.com,7728,14
113541631336757,Conman Conrad,Conman Conrad,7252,3
102754365335887,Udhay Anna,Udhay Anna,7018,12
136970800182154,Indian National Congress - Meghalaya,Indian National Congress - Meghalaya,6851,15
1235786446534273,Ajeet Patil Kavhekar,Rahul Rajendra Birajdar,6681,15
100113008488735,Eknath Shinde FC,Eknath Shinde FC,6655,1
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,6252,47
689941247806927,Dr. Murugesh R Nirani,Karnataka Social Media,6173,9
184278081698180,Ashok Gehlot,Ashok Gehlot,5958,1
106961952321068,भावी आमदार राहुलदादा कलाटे,Ganesh Gokul Jadhav,5876,22
1521106071438318,CMO Chhattisgarh,IVS Corporation,5789,1
2249983818612505,Vennapusa Ravindra Reddy,Vennapusa Ravindra Reddy,5411,13
1041070232620031,Sesame Workshop - India,Sesame Workshop India,5217,6
110115671863420,Kacche Din,Kacche Din,5194,10
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),5186,37
100593012792684,Keerthan Kumar,Keerthan Kumar,5177,4
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,5130,6
1482722852027229,Durgesh Pathak,Ojas Bhandari,4951,1
805526169610318,Shubhashray Housing India,shubhashray housing india,4809,4
251971332383556,Yashveer Shoora,Mukesh Kumar Yadav,4788,7
547354238619670,Dr. Ashwath Narayan,Vijay S,4597,2
100196004828444,North Eastern Council,Sourabh Arvind Dubey,4315,32
100684609345673,म्हारा छोरा,adv-tech,4260,2
112290388372786,Shubham Yadav,Shubham Yadav,4163,1
112991323872847,VJ Film House School Of Cinema,VJ Film House School Of Cinema,4140,1
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,4098,26
592025620827002,Choudhary Lal Singh,Divya Suraj Partap Singh,4077,3
105509495777453,సాలు దొర సెలవు దొర,selavudora.com,4075,70
165714096933078,Piyush Goyal,Piyush Goyal,4063,2
889810991147251,Nyamar Karbak,Nyamar Karbak,4052,3
474751009223949,Jaipur Literature Festival,Teamwork Arts Private Limited,3986,5
107395897271506,Kutumb,Kutumb App,3943,4
1783001841927248,Nutan Odisha,Cloud & Loud Communications,3936,17
104052753400618,Union Bank of India,Goldmine Advertising Limited,3933,7
105465095794882,Ritu Pawar,Mandar Prasad Gawade,3919,1
30290552843,Greenpeace India,Greenpeace Environment Trust,3893,12
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,3867,6
104113911400216,Narendra Jichkar,Narendra Jichkar,3861,3
110540565228341,Ganguly H Kurabathalli,Ganguly H Kurubathalli,3853,3
102099855874205,40% Sarkara - 40% ಸರ್ಕಾರ,40percentsarkara,3840,36
318205675275285,APL Apollo Tubes Limited,APL Apollo Tubes,3747,2
110859938589719,BJP Chinchwad,BJP Chinchwad,3625,26
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Ganesh Subhashrao Lomte,3604,10
206756829376811,BJP Delhi,BJP Delhi,3556,59
100626912687369,Kai Yerisi Karunadigagi - ಕೈ ಏರಿಸಿ ಕರುನಾಡಿಗಾಗಿ,Kai Yerisi  Karunadigagi,3536,17
115297811480691,Raghavendra Nagruru MLC,sandeep events,3520,11
105209472211637,Voice of Andhra,Voice of Andhra,3517,11
2078242259060363,Kukufm,Mohana Saha,3512,4
228661333934484,Bikram Singh Majithia,Shiromani Akali Dal,3500,1
2108726996065900,Bhawani Singh Rundal,Pawan Kumar Sharma,3499,4
