Location name,Amount spent (NOK)
Akershus,3019
Aust-Agder,428
Buskerud,1146
Finnmark,361
Hedmark,1223
Hordaland,2349
Møre og Romsdal,1132
Nord-Trøndelag,536
Nordland,1120
Oppland,712
Oslo,5621
Rogaland,2000
Sogn og Fjordane,422
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1472
Telemark,722
Troms,838
Unknown,≤100
Vest-Agder,1084
Vestfold,1042
Østfold,1306
