Location name,Amount spent (CLP)
Antofagasta Region,64208
Araucanía Region,103386
Arica y Parinacota Region,33374
Atacama Region,26818
Aysén Region,13447
Bío Bío Region,231161
Coquimbo Region,101399
Los Lagos Region,98004
Los Ríos Region,41365
Magallanes y la Antártica Chilena Region,17283
Maule Region,129096
O'Higgins Region,119782
Santiago Metropolitan Region,808383
Tarapacá Region,36374
Unknown,148
Valparaíso Region,178809
