Location name,Amount spent (ZAR)
Eastern Cape,3152
Free State,1730
Gauteng,14517
KwaZulu-Natal,5200
Limpopo,2423
Mpumalanga,2704
North West,1397
Northern Cape,599
Unknown,≤100
Western Cape,25465
