Location name,Amount spent (CHF)
Aargau,180
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,234
Basel-Landschaft,137
Bern,509
Canton of Geneva,2132
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,506
Fribourg,123
Graubünden,≤100
Jura,≤100
Luzern,953
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,157
Ticino,619
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,158
Zug,≤100
Zürich,970
