Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,339999
Apure,≤100
Aragua,239999
Barinas,184999
Bolívar (state),250000
Capital District,706869
Carabobo,500000
Cojedes,≤100
Delta Amacuro,≤100
Falcón,250000
Guárico,≤100
Lara,250000
Miranda (state),250000
Monagas,152499
Mérida,294999
Nueva Esparta,149999
Portuguesa,250000
Sucre,250000
Trujillo,≤100
Táchira,412498
Vargas,≤100
Yaracuy,250000
Zulia,4000000
