Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,2675563,21
943824938962084,Luis Fernando,Luis Fernando,878570,25
110447625137045,Pilar Callizo,PautaPY,840032,4
241512319274531,Sixto Pereira,Sixto Pereira,827148,2
102917519228790,Bruno Defelippe,PautaPY,820267,6
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,673032,12
325540631525675,En La Tecla,En la Tecla,657869,13
102266292553995,Sucia Política,Diego Ricardo Ramírez,640357,10
102963512483270,PyElige,PY Elige,602618,12
103771265752808,Vysokolán,Stephan Vysokolán,462762,4
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,390456,8
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,315402,5
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,286262,15
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,285341,13
1547194582252394,Denis Lichi,Global Agencia,257373,10
1753251591598763,Dani Mujica,Dani Mujica,244914,16
153958777947957,Paulo Reichardt,Paulo Reichardt,240537,9
517426394969535,Ricardo Canese,Ricardo Canese,220986,5
118890043360348,Pedro Santa Cruz,Pedro Arthuro Santa Cruz Insaurralde,220275,9
113351910838827,Alma Cívica,Alma Cívica,206231,14
498022813689642,Oscar González Drakeford,Oscar González,195938,8
109626041763537,Natalicio Chase,Global Agencia,195232,5
614795685343483,Belén Maldonado,Belén Maldonado,193090,4
102649292598442,Senador Hugo Richer,Senador Hugo Richer,181992,6
100959471597014,José Antonio Galeano,José Antonio Galeano,171736,11
827201027312903,César LANDY Torres,Jose Dolores Zarate Gonzalez,171128,6
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,166900,2
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,159763,1
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,159454,4
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,152549,2
103114005868340,Rodrigo Rios Coronel,IMAGEN DE GOBIERNO,149347,4
647864758888200,Seba Garcia,Sebastian Garcia,142959,4
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,138593,5
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,135064,8
483666425147964,Richard Ramirez,Richard Ramirez,130650,8
725834240910220,Noticiero Paraguay,Noticiero Paraguay,127001,9
100490136261426,María Cristina Campuzano Senadora,María Cristina Campuzano Senadora,112726,1
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,110592,14
405176719648043,Dr. César Meza Bría,Esteban Giovanni Fortunatti,109953,4
107378775349679,Rolando Alvarez Spinassi,Rolando Alvarez Spinassi,100258,11
613444678793192,Josías Escobar Concejal 2023,Josía Eliezer Escobar Fernandez,99831,2
740490032676248,Diego Candia Diputado,politico.com.py,99683,1
111531544527571,"Luis Silva, Gobernador","Luis Silva, Gobernador",97691,6
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,97593,6
102109369350535,Christa Rivas,Christa Violeta Rivas Caballero,96299,1
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,95457,2
