Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,2980149,32
1438703606372190,Elham Said Freiha,Elham Freiha,1194030,2
1744356319118477,هنا لبنان,هنا لبنان,468657,8
102023711572671,أساس ميديا -  Asas Media,asasmedia,417910,12
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,373134,6
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,328358,1
137195823051820,Maharat Foundation,Maharat Foundation,328358,7
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,268657,5
106197498149118,لبنان الكبير,Grand Lebanon,179104,11
110470091436602,Ici Beyrouth,Ici beyrouth,163881,4
106425851213086,L'Orient Today,L'Orient Today,149254,1
107698404702208,Alkalima,Alkalima Onlime,134328,3
129660230432028,Dr. Toufic Hindi,Toufic Hindi,134328,1
109112633772887,180post,180Post,134328,5
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,104478,3
107800617419717,MYKA Foundation,Elie M. ElHelou,86269,1
105319651353770,Jusur,Jusur,82985,6
823788047675556,Call of War,These ads ran without a disclaimer,66288,2
164472683608068,Act for the Disappeared,ACT for the Disappeared,48806,2
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,44776,1
104173279272610,Abdo Cherfan,Michel Gedeon,44776,1
104093387800328,مركز بيروت للاخبار,مركز بيروت للاخبار,29851,2
106821968055687,Leila Dagher,Leila Dagher,29851,2
104154192025759,Roland Mokheiber - رولان مخيبر,رولان مخيبر,19403,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,15822,1
102498564631055,Asharq News الشرق للأخبار,These ads ran without a disclaimer,4627,1
117443068305863,INSS - The Institute for National Security Studies,These ads ran without a disclaimer,4092,1
464041416970667,مونت كارلو الدولية / Monte Carlo Doualiya,These ads ran without a disclaimer,2373,1
107318822020551,فلك نوح - المجيء الثاني,These ads ran without a disclaimer,2373,1
207514629334623,قراءات إفريقية,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100,2
881410915215845,Mouvement des jeunes Tunisiens-Nabeul 1,These ads ran without a disclaimer,≤100,1
423670114403144,Trending in China,These ads ran without a disclaimer,≤100,1
121129357949826,Saida Online,Saida Online,≤100,2
1955069317907140,Details,These ads ran without a disclaimer,≤100,1
109831251935707,خليل المقداد,These ads ran without a disclaimer,≤100,2
