Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,920
Bicol Region,12512
Cagayan Valley,4621
Calabarzon,27628
Caraga,2577
Central Luzon,16566
Central Visayas,11276
Cordillera Administrative Region,1781
Davao Region,6268
Eastern Visayas,4327
Ilocos Region,6003
Metro Manila,43977
Mimaropa,4199
Northern Mindanao,4832
Soccsksargen,3850
Unknown,≤100
Western Visayas,10866
Zamboanga Peninsula,3410
