Location name,Amount spent (CLP)
Antofagasta Region,70096
Araucanía Region,124749
Arica y Parinacota Region,33875
Atacama Region,23452
Aysén Region,37268
Bío Bío Region,281563
Coquimbo Region,83129
Los Lagos Region,99258
Los Ríos Region,43496
Magallanes y la Antártica Chilena Region,19380
Maule Region,92023
O'Higgins Region,92532
Santiago Metropolitan Region,1156942
Tarapacá Region,29025
Unknown,350
Valparaíso Region,219841
