Location name,Amount spent (PKR)
Azad Kashmir,726
Balochistan,1307
Federally Administered Tribal Areas,268
Gilgit-Baltistan,503
Islamabad Capital Territory,1277
Khyber Pakhtunkhwa,8410
Punjab,19704
Sindh,359576
Unknown,≤100
