Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,6968,25
703368406666619,Vox Populi HN,Vox Populi HN,396,2
114601521910,Jorge Aldana,Jorge  Aldana,298,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,261,8
104599735671754,Goberna Honduras,Goberna Honduras,253,9
103031135787229,Sensus,Sensus,173,3
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,173,1
107174505331275,La Mansion de las Ideas,These ads ran without a disclaimer,≤100,1
202225953152762,Yomeanimo,These ads ran without a disclaimer,≤100,1
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,≤100,1
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,≤100,1
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,1
114797118561022,Breda University of Applied Sciences,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,3
105223385595171,Alice Gomes,These ads ran without a disclaimer,≤100,5
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,2
