Location name,Amount spent (EUR)
Abruzzo,740
Aosta Valley,≤100
Basilicata,268
Calabria,927
Campania,3408
Emilia-Romagna,2710
Friuli-Venezia Giulia,725
Lazio,3943
Liguria,1159
Lombardia,5734
Marche,840
Molise,142
Piedmont,2088
Puglia,2174
Sardinia,958
Sicilia,2611
Trentino-Alto Adige,569
Tuscany,2476
Umbria,547
Unknown,≤100
Veneto,2323
