Location name,Amount spent (ARS)
Buenos Aires,1430197
Catamarca,70481
Chaco,140299
Chubut,164481
Ciudad Autónoma de Buenos Aires,770298
Corrientes,65669
Córdoba,1565062
Entre Rios,114693
Formosa,46966
Jujuy,124143
La Pampa,136304
La Rioja,87885
Mendoza,173012
Misiones,162870
Neuquén,968632
Río Negro,227321
Salta,380094
San Juan,266802
San Luis,119161
Santa Cruz,24009
Santa Fe,430959
Santiago del Estero,35635
Tierra del Fuego,109880
Tucuman,136965
Unknown,122
