Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
101995169082388,Embajada de China en Nicaragua,Lino Alvarado,796,1
658136670883494,Tecnológico Nacional,Instituto Nacional Tecnológico - INATEC,257,1
488400941357594,Red Mises América - Mises America Network,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
103966322417697,"Jiangxi, China",These ads ran without a disclaimer,≤100,1
772703132772957,Marc Houses,These ads ran without a disclaimer,≤100,1
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
103982862530012,mailatamchina,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,3
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100,1
