Location name,Amount spent (VND)
An Giang Province,114571
Bà Rịa–Vũng Tàu Province,81668
Bình Dương Province,197317
Bình Phước Province,67017
Bình Thuận Province,100174
Bình Định Province,55765
Bạc Liêu Province,30686
Bắc Giang Province,113601
Bắc Kạn Province,40942
Bắc Ninh Province,111854
Bến Tre Province,54481
Cao Bằng Province,46542
Cà Mau Province,53384
Cần Thơ,41243
Da Nang,77790
Gia Lai Province,88650
Haiphong,87487
Ho Chi Minh City,2434570
Hà Giang Province,64893
Hà Nam Province,57727
Hà Tĩnh Province,88566
Hòa Bình Province,81811
Hưng Yên Province,70495
Hải Dương Province,123653
Hậu Giang Province,23960
Khánh Hòa Province,76834
Kiên Giang Province,77522
Kon Tum Province,35926
Lai Châu Province,19509
Long An Province,50006
Lào Cai Province,44209
Lâm Đồng Province,98499
Lạng Sơn Province,72999
Nam Định Province,117783
Nghệ An Province,250045
Ninh Bình Province,102419
Ninh Thuận Province,18970
Phú Thọ Province,122462
Phú Yên Province,43911
Quảng Bình Province,71315
Quảng Nam Province,85843
Quảng Ngãi Province,183261
Quảng Ninh Province,68242
Quảng Trị Province,50123
Sóc Trăng Province,21361
Sơn La Province,87968
Thanh Hóa Province,382701
Thái Bình Province,88862
Thái Nguyên Province,161887
Thừa Thiên–Huế Province,58452
Tiền Giang Province,38181
Trà Vinh Province,29706
Tuyên Quang Province,144800
Tây Ninh Province,172444
Unknown,≤100
Vĩnh Long Province,35475
Vĩnh Phúc Province,77203
Yên Bái Province,77378
Điện Biên Province,55128
Đắk Lắk Province,129332
Đắk Nông Province,51384
Đồng Nai Province,174955
Đồng Tháp Province,63561
