Location name,Amount spent (ARS)
Buenos Aires,1384306
Catamarca,42849
Chaco,85219
Chubut,58559
Ciudad Autónoma de Buenos Aires,344952
Corrientes,42802
Córdoba,436049
Entre Rios,66016
Formosa,15787
Jujuy,34166
La Pampa,34040
La Rioja,27761
Mendoza,39739
Misiones,36161
Neuquén,354882
Río Negro,47474
Salta,76592
San Juan,57667
San Luis,31738
Santa Cruz,5733
Santa Fe,302729
Santiago del Estero,10120
Tierra del Fuego,50494
Tucuman,63749
Unknown,≤100
