Location name,Amount spent (CZK)
Central Bohemian Region,12052
Hradec Králové Region,2291
Karlovy Vary Region,1466
Liberec Region,2088
Moravian-Silesian Region,4865
Olomouc Region,3396
Pardubice Region,2084
Plzeň Region,3242
Prague,29536
South Bohemian Region,2601
South Moravian Region,6113
Unknown,≤100
Vysočina Region,1894
Zlín Region,2398
Ústí nad Labem Region,4858
