Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
110447625137045,Pilar Callizo,PautaPY,1100532,16
241512319274531,Sixto Pereira,Sixto Pereira,968140,4
102963512483270,PyElige,PY Elige,870966,7
1468570519872644,Santiago Peña,PRANA SA,856515,6
150229055012487,UNICEF Paraguay,UNICEF Paraguay,850732,8
325540631525675,En La Tecla,En la Tecla,677194,7
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,459467,9
103771265752808,Vysokolán,Stephan Vysokolán,431918,3
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,409956,2
102917519228790,Bruno Defelippe,Bruno Defelippe,397437,24
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,380674,7
102266292553995,Sucia Política,Diego Ricardo Ramírez,278559,4
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,274395,4
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,189637,3
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,188141,3
176941749043831,YAMIL ESGAIB,Yamil Esgaib,158012,2
153958777947957,Paulo Reichardt,Paulo Reichardt,155815,8
103681832340596,Nelson Kpeto Cano,Kpeto Cano,155627,2
100566575581065,Ramón Montanía,Ramón Montania Fernandez,153734,1
106721948731693,Prof. Aldo Centurión López,Prof. Aldo Centurión López,128730,3
1547194582252394,Denis Lichi,Global Agencia,128045,4
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,119231,1
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,118277,4
113351910838827,Alma Cívica,Alma Cívica,109141,6
124476131441330,Partido Hagamos,Partido Hagamos,100739,2
104430091943649,Juan Manuel Del Puerto. Senador 2023,Verenis Liliana Raquel Araujo Rojas,85021,4
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,81396,2
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,79306,3
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,79294,3
943824938962084,Luis Fernando,Luis Fernando,73748,1
196599783696918,Efrain Alegre,Efrain Alegre,54652,12
102940895895901,Victor Herreros Gimenez,Victor Herreros,52595,3
137071910500968,Alvaro Grau,Oscar David Baez Alvarenga,43924,1
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,43253,2
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,41054,3
102649292598442,Senador Hugo Richer,Senador Hugo Richer,39255,4
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,39122,5
1441704549436832,Regina Rios,Regina Rios Irala,38067,1
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,35816,2
237898026337131,Impacto Caaguazú- Digital.,impactocaaguazu,34502,6
105249395726210,Edgar Leite Resquin,Edgar Trinidad Leite Resquin,30625,1
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,30390,1
103790065833334,Movimiento Humanista y Solidario,Movimiento Humanista y Solidario,29499,1
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,29283,1
161156667809582,Leo Rubin,Leo Rubín,29283,2
181461032397199,Billy Vaesken,Billy Vaesken,28187,2
614795685343483,Belén Maldonado,Belén Maldonado,27329,2
103297895691341,Arnaldo Cardozo 2023-2028 #YoCreo,Arnaldo Andrés Cardozo Montiel,24827,1
1614185262209913,Noelia Lambaré Concejal Departamental,Partido de la Participación Ciudadana,22785,1
108982768685910,Cynthia Rios Diputada,Wilson Armoa,21962,3
108956608577334,Gaspar Centurión,Gaspar Centurión,21610,4
103373961784268,Giani Ramírez,Giani Ramírez,21430,1
101840779897426,Cristian Cardozo,Cristian Antonio Cardozo Villalba,21216,4
1151984808290856,Hugo Portillo,Hugo Portillo,21159,1
102227579180699,Lilian Bogado,Lilian Rosana Bogado Correa,19642,2
773720583042911,La Verdad Digital Noticias,La Verdad Digital Noticias,19590,1
108326224769027,Boris Becker Concejal Ypacarai,Luis Carlos Becker Battilana,19362,1
646939832039958,Hugo Ibarra - Diputado Nacional,Eladio Ortiz Gayoso,18103,2
455228041179710,Codehupy,Codehupy,17744,1
