Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,23162,2
105655721900130,Diputada Johana Obando,Juan Andres Vasquez Quiros,13466,1
102084562479533,Digital506,Digital506,6473,5
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,2506,16
19746387261,Humane Society International,These ads ran without a disclaimer,539,2
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,382,1
105885549169547,Kanazawa - WebNovel,These ads ran without a disclaimer,≤100,1
596616004194330,zoniezonedmuzik,These ads ran without a disclaimer,≤100,1
985173398241132,Gloria Bournigal,These ads ran without a disclaimer,≤100,1
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,3
