Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,12505,32
100904822517086,Non-trivial,These ads ran without a disclaimer,12378,3
171980796153771,Siraj ul Haq,Siraj ul Haq,10044,4
109493084543028,Four Corners with Tarar,NEXT TV,2641,1
196902934458860,Political Insight,Political Insight,2081,1
931203933666198,Startup Pakistan,Startup Pakistan,1662,1
111042571977218,Wains Group Hasilpur,Muhammad Usama Moazzam,1656,3
102748609484012,North Town phase 2,These ads ran without a disclaimer,1256,1
106667936045610,VOA Urdu,These ads ran without a disclaimer,1141,1
110744388005630,Arbaz Raza,Arbaz Raza,1033,1
117570394575101,Rai Waqas Aslam Kharal,Rai Waqas Aslam Kharal,1000,3
111791888503468,Hafiz Shahid Ghug,Hamza Sharif,971,2
109771132134070,کتابوں کی بستی,Saad Farooq,847,4
105327482507531,Education Project Balochistan,Education Project Balochistan,794,2
102171992483533,Rana Naseer Ahmed,Rana Naseer Ahmed,668,1
2060049387610062,WARIS KHAN NA19 Swabi,WARIS KHAN NA19 Swabi,634,2
97429917898,ProPakistani,ProPakistani,612,1
621147584908905,PTI FAN’S ALL Pakistan,These ads ran without a disclaimer,571,2
105690462092880,MM News,M M DIGITAL (PRIVATE) LIMITED,530,1
405379246524515,DHL Express,These ads ran without a disclaimer,529,2
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,494,1
498009176948526,Iftikhar Ali Baber Khitran,Iftikhar Ali Baber Khitran,432,1
201295459914347,روزنامه هشت صبح,These ads ran without a disclaimer,420,3
1435563640027630,CH Ali Asghar MANDA - Ex Parliamentary Secretary,These ads ran without a disclaimer,375,1
679690082100569,SapnaPakistan,These ads ran without a disclaimer,357,1
101160702224736,White News,White News,355,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,354,3
102032992784587,Dharmender Deepak Sharma,These ads ran without a disclaimer,332,1
451802268196520,Aniq Randhawa,Aniq Randhawa,332,1
454032035139981,Aamir Azam,These ads ran without a disclaimer,306,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,305,1
105396082410434,White News English,White News English,292,1
103238092691017,Muhammad Rafiq,Muhammad Rafiq,286,1
113870800131466,H.I Allama Raja Nasir Abbas Jafri,Muhammad Dilawar,282,1
925019934219066,Mardan Ali Zaidi,Mardan Ali Zaidi,263,1
108876282120706,Qazi Shafiq,Qazi Shafiq,254,1
114728740441899,Rakanaa,These ads ran without a disclaimer,252,1
137730619640652,Hope Uplift Foundation (HUF),Umar J. Qureshi,235,1
1257760297652125,HumSub.TV,These ads ran without a disclaimer,219,1
100598773034628,Ehsaas Kafalat Program,These ads ran without a disclaimer,218,2
112224406971271,𝐍ek Muhammad Khan,𝐍ek Muhammad Khan,216,1
490043977685216,O/A level Memes by Zohaib Asad Academies,These ads ran without a disclaimer,214,8
145301255772,Global Alliance for Incinerator Alternatives (GAIA),These ads ran without a disclaimer,205,1
105972618983382,Nimbless marketing,Nimbless marketing,174,1
183128752341026,Peshawar Literary Festival,These ads ran without a disclaimer,140,1
106210134732236,Rasheed Alam Farooqi,These ads ran without a disclaimer,135,1
2212487818997338,Fakhar Azam Wazir,Naveed Khan,130,1
173070036386587,Raja Tariq Murtaza,Raja Tariq Murtaza,≤100,1
120256594412995,I love india,These ads ran without a disclaimer,≤100,1
101080725159933,Allama Shabbir Hasan Maisami,Allama Shabbir Hasan Maisami,≤100,2
103018869332378,BantuPage,These ads ran without a disclaimer,≤100,1
102623776002357,Funnies Now - Magazine Page 2,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,2
141289332596921,PECB,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,1
729679714041885,BioilBox,These ads ran without a disclaimer,≤100,1
102800215034719,Lux & Lush - Culture,These ads ran without a disclaimer,≤100,1
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,≤100,1
111881424653695,Swank Guide,These ads ran without a disclaimer,≤100,1
112864228133921,Funnies Now - Stories,These ads ran without a disclaimer,≤100,1
1448903671990351,China.org.cn,These ads ran without a disclaimer,≤100,1
1882160755422758,Edgar Boshart,These ads ran without a disclaimer,≤100,1
217065798665069,Bob's Hideout,These ads ran without a disclaimer,≤100,1
111283271603417,Taicang Entdecken,These ads ran without a disclaimer,≤100,2
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
398610380712044,River Cleanup,These ads ran without a disclaimer,≤100,5
114434291631957,The Style Gala,These ads ran without a disclaimer,≤100,5
