Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,13159643,63
102917519228790,Bruno Defelippe,PautaPY,6016043,42
196599783696918,Efrain Alegre,Comunicá,5681247,152
532716330164048,Sole Núñez,PautaPY,5277480,11
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,3840632,17
110447625137045,Pilar Callizo,PautaPY,3062155,9
103771265752808,Vysokolán,Stephan Vysokolán,2960083,22
325540631525675,En La Tecla,En la Tecla,2608501,16
100959471597014,José Antonio Galeano,José Antonio Galeano,2603964,22
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,2590254,13
102963512483270,PyElige,PY Elige,2470500,19
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,2356638,8
532716330164048,Sole Núñez,Sole Núñez,1865156,8
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,1780616,15
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,1548694,17
1310731702357133,GEN,GEN,1532805,4
107104641909575,Rubén Rubin,Rubén Rubin,1433004,3
102266292553995,Sucia Política,Diego Ricardo Ramírez,1430193,24
943824938962084,Luis Fernando,Luis Fernando,1320236,35
132554373464255,La Nación,La Nación,1218807,29
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,1145786,3
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,1083991,23
326351758062718,Juan Grassi,Juan Domingo Galeano Grassi,1013468,3
153958777947957,Paulo Reichardt,Paulo Reichardt,946856,10
100347296248614,Rosa Sosa,Rosa Mercedes Sosa Paredes,727591,15
724051717643013,Miguel Prieto,Miguel Prieto,721781,8
102467002671611,Jorge Heisecke,Jorge Heisecke,689334,17
1753251591598763,Dani Mujica,Dani Mujica,665246,8
647864758888200,Seba Garcia,Sebastian Garcia,594277,25
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,574300,9
495567100804506,Tito 2023,Federico Rafael Vergara Aguero,556497,10
1692624097481207,Mujeres GANAR,Mujeres GANAR,550817,101
113713881663916,Guillermo Ferreiro,Estratégias de Comunicación,535354,3
196406677113756,Rafael Filizzola,Comunicá,509792,10
110382581891524,Hugo Biedermann,Biedermann Publicidad S.A.,466619,2
104848285795590,Ing. Fede Olmedo,Federico Augusto Olmedo Ramírez,460660,11
2033757383511165,Mario Paz Castaing,Rocio Magali Moreno Vera,451209,6
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,435199,12
100490136261426,María Cristina Campuzano Senadora,María Cristina Campuzano Senadora,428069,1
102044605201604,TIKI González Vaesken,TIKI González Vaesken,419718,4
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,402010,4
241512319274531,Sixto Pereira,Sixto Pereira,400884,1
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,365851,6
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,365415,11
498022813689642,Oscar González Drakeford,Oscar González,362294,8
102109369350535,Christa Rivas,Christa Violeta Rivas Caballero,360776,5
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,358937,32
106053418906619,Sole Blanco,PautaPY,358028,1
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,358015,3
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,357935,14
102123052860574,Giampaolo Ficorilli Diputado,Giampaolo Ficorilli Gomez,357928,11
102233525888286,Raulito Benitez Talavera Diputado 2023,Raúl Antonio Benitez Talavera,356871,7
107038818726605,Alianza Encuentro Nacional,PautaPY,348944,2
441416009351818,Johanna Ortega,Johanna Ortega,341479,16
103681832340596,Kpeto Cano,Kpeto Cano,323557,9
446986732060546,ROSA BELLA Cáceres,Antonio Villalba Caceres,321341,10
517426394969535,Ricardo Canese,Ricardo Canese,307730,6
543009152823138,Tio Enri,Tio Enri,303658,4
100223835693365,Juanvi Fernández,Juanvi Fernández,298936,4
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,294416,2
292909490881181,Carlos Echeverría Intendente,TEJUParaguay,257043,1
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,243319,4
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,240428,8
121859950827147,Pedro Ferreira,Clelia Andrea Eloisa Balbuena Lomaquis,238512,3
303795153430459,Capitán Apodaca - Gobernador,Adventura,238343,5
109626041763537,Natalicio Chase,Global Agencia,237935,9
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,237139,7
120061519391875,César Paredes,César Paredes,226850,11
