Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
208661552479830,日本財団,Shigeru Fujita,143681,14
1904070096535109,スマート選挙,株式会社センキョ,114152,30
475681929154100,国連UNHCR協会,国連UNHCR協会,97347,14
112523977041775,参政党,参政党,88703,24
124946600918797,NTTドコモ（NTT DOCOMO）,These ads ran without a disclaimer,31426,1
684161888345926,西日本新聞me,西日本新聞me,24082,20
543662599325014,地方移住・関係人口創出のプラットフォーム【ネイティブ. メディア】,ネイティブ株式会社,24043,6
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,19110,13
103914976352692,選挙ドットコム,イチニ株式会社,9609,1
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,7688,1
325980410778249,原発ゼロへのCountDown inかわさき　,原発ゼロへのカウントダウンinかわさき,7098,1
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,6745,3
107313352292674,栄ひろみ,栄ひろみ事務所,6501,14
102468941548369,宮城県民共済,宮城県民共済,6282,3
110011487544246,大和民族大學校,These ads ran without a disclaimer,5093,1
103817759311985,小林たけし（自民党）川崎市麻生区で政治活動中！,小林たけし,5048,1
968050086653224,ベルエポック美容専門学校,These ads ran without a disclaimer,4845,1
105190364351696,Abuild 就活,These ads ran without a disclaimer,4788,1
110293788602871,天野英雄（岡山県笠岡市･自民党）,天野英雄（岡山県笠岡市･自民党）,4360,1
101946646061849,アップデートおおさか,アップデートおおさか,4112,1
100251962938282,スピリチュアル心理,These ads ran without a disclaimer,3836,1
102104016089903,上田かずき,上田かずきと共に未来を考える会,3829,21
2317579431859030,岐阜県議会議員 さとう武彦,岐阜県議会議員 さとう武彦,3806,1
102057562724312,自治体実務Webセミナー,自治体実務Webセミナー,3318,2
1397074863864450,Fair Finance Guide Japan,Fair Finance Guide Japan,2896,1
108491485442354,下川たかひこ後援会,下川たかひこ後援会,2784,7
101128885421956,Diggy_boo,These ads ran without a disclaimer,2670,7
113714531652580,中村裕一のページ,中村 裕一,2656,4
109760801771369,橋本 みきひこ,橋本 みきひこ,2515,4
224310161276282,伊藤たかえ,伊藤 たかえ,2319,3
107367904080878,VIVA-たいけん美じゅつ場-,NPO法人取手アートプロジェクトオフィス,2093,2
115053374813920,BizFul/ビズフル - ビジネスに役立つ資料が見つかる,株式会社ビズフル,2049,8
981456705576473,Datadog Japan,These ads ran without a disclaimer,1950,4
105458429152816,清水直幸後援会｜清水直幸とよいまちを子どもにわたす会,Ryo Shimizu,1842,2
341085439782585,富田けんじ（立憲民主党＠練馬）,Kenji Tomita,1835,1
104525832559827,ごとう慎太郎,後藤　慎太郎,1740,2
288385447888433,公益財団法人モラロジー道徳教育財団,公益財団法人モラロジー道徳教育財団,1620,1
635403336589582,エビちゃん応援隊（えびさわけいこ応援隊）,エビちゃん応援隊,1597,1
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,1487,1
151214938794853,ミエセン,ジャッグジャパン株式会社,1450,9
105407091130238,山下洋輔 千葉県議会議員選挙（柏市）候補予定者/立憲民主党,Yosuke Yamashita,1394,1
256504371891671,the-issues.jp,株式会社issues,1385,6
1368986999877458,寺田ひろひで,博英 寺田,1257,2
418866171492742,株式会社Legaseed,These ads ran without a disclaimer,1224,5
1671853216366712,東こう史ひろ,東猴史紘,1085,1
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,1057,2
823788047675556,Call of War,These ads ran without a disclaimer,1013,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1010,1
108954555045499,町田てるよし後援会,町田てるよし後援会,996,2
111168231729960,前野まみこ,前野まみこ,965,2
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,888,2
107071225655646,島田かおる後援会,島田 薫,854,2
346736506518940,政治家　沼谷純,寺内 崇浩,797,1
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,750,1
118177257866209,竹内つねお後援会「持続可能な美浜町を構想する会」,竹内つねお後援会,711,1
100370856335326,日本維新の会　原ひでと,原ひでとオフィシャルサイト,700,2
