Location name,Amount spent (VEF)
Amazonas,309434
Anzoátegui,7159446
Apure,1797025
Aragua,8704841
Barinas,4125718
Bolívar (state),7321756
Capital District,29000381
Carabobo,44623329
Cojedes,1379807
Delta Amacuro,611939
Falcón,4897906
Guárico,3520106
Lara,9330332
Miranda (state),8425283
Monagas,2963994
Mérida,6862540
Nueva Esparta,3150119
Portuguesa,4310857
Sucre,2868146
Trujillo,3504601
Táchira,12367562
Unknown,≤100
Vargas,2665445
Yaracuy,4567735
Zulia,67078888
