Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,11246,3
643513979193133,Unidos por Beatriz,Neuma,7525,7
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,5919,2
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,3906,3
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,3551,3
102084562479533,Digital506,Digital506,1541,1
106468811119965,Republicans Abroad Costa Rica,David Ortiz,1117,1
265843867173714,La Revista,La Revista,787,3
101128242614247,Dr. Rodolfo Brenes Vargas,These ads ran without a disclaimer,592,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
107174505331275,La Mansion de las Ideas,These ads ran without a disclaimer,≤100,1
114797118561022,Breda University of Applied Sciences,These ads ran without a disclaimer,≤100,1
103332995742824,Familia MÁS digital,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,1
105223385595171,Alice Gomes,These ads ran without a disclaimer,≤100,5
202225953152762,Yomeanimo,These ads ran without a disclaimer,≤100,2
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,2
