Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
533196430187039,KMU- und Gewerbeverband Kanton Zürich,KMU- und Gewerbeverband Kanton Zürich KGV,1234,33
627220684023668,GRÜNE Zürich,Grüne Kanton Zürich,1113,42
131066326987,SP Kanton Zürich,SP Kanton Zürich,1044,21
100369729335133,"Peter Grünenfelder, Regierungsratskandidat Zürich",Peter Grünenfelder c/o FDP Kanton Zürich,999,72
252652524823017,EVP Kanton Zürich,EVP Kanton Zürich,828,84
169510248558,Die Mitte - Le Centre,Die Mitte,493,20
970401509667271,Priska Seiler Graf - Nationalrätin,Priska Seiler Graf in den Regierungsrat,377,21
245030556232364,Grünliberale Partei Basel-Landschaft,Grünliberale Partei Basel-Landschaft,361,27
1903129656584980,SP Uster,SP Uster,341,8
202006389857644,Grünliberale Kanton Zürich,Grünliberale Partei Zürich,284,50
154212901272905,FDP.Die Liberalen Baselland,FDP.Die Liberalen Baselland,276,95
82752099000,Alternative Liste ZH,Alternative Liste Zürich,276,34
170449246402589,Grünliberale Stadt Zürich,Grünliberale Partei Stadt Zürich,270,36
610098352377102,Christian Pfaller,Komitee Christian Pfaller,252,56
428690117258417,SVP des Kantons Zürich,SVP des Kantons Zürich,232,8
224581297586778,Gewerkschaftsbund des Kantons Zürich,Gewerkschaftsbund des Kantons Zürich,216,4
1959919117421939,FDP.Die Liberalen Bezirk Bülach,FDP.Die Liberalen Bezirk Bülach,199,6
126256997433456,SP Baselland,SP Baselland,194,9
102691421255810,PlanBasel,PlanBasel,180,1
100381452863244,Libertés et Justice sociale,Libertés et Justice sociale,179,8
108392832120312,Perspektive Zürich,Perspektive Zürich,178,26
705478906236710,FDP.Die Liberalen Bezirk Uster,FDP.Die Liberalen Bezirk Uster,171,5
583706025047684,Pierre Rappazzo in den Zürcher Kantonsrat,Pierre Rappazzo,163,2
288659088239530,MCG Officiel,Mouvement Citoyens Genevois,160,26
187828241245131,Grüne Baselland,Grüne Baselland,148,26
317591871730585,SVP Bezirk Meilen,Marc Michel Wachter,141,1
109123788743774,Benjamin Frei,Benjamin Rolf Frei,133,2
106241572361769,Carmen Walker Späh FDP,Carmen Walker Späh,130,14
260591187302640,Parti socialiste genevois,Parti socialiste genevois,125,6
161852057173460,SP Bezirk Affoltern,SP Bezirk Affoltern,123,27
117741198303856,FDP Kanton Zürich,FDP Kanton Zürich,119,7
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,111,8
450602808776880,Martin Neukom,Martin Neukom,106,2
1533854886905047,Elfenau Schweiz AG,Emanuel Georg Tschannen,104,1
191136321464981,Die Mitte Stadt Winterthur,Die Mitte Stadt Winterthur,103,3
117027101705789,FDP Stadt Zürich,FDP Stadt Zürich,≤100,15
113326388690102,SP Zürich 1 und 2,SP Zürich 1+2,≤100,2
100489412910247,Nora Ernst - GLP,Nora Ernst - GLP,≤100,2
108351771294208,Hubert Boog,Hubert Walter Boog,≤100,3
110151814882388,Benjamin Gautschi,Benjamin Gautschi,≤100,4
1722137767860098,Grüne Bülach,Grüne Bülach,≤100,31
113035494739725,Simon Vlk,Simon Vlk,≤100,1
100341315500438,Kirchensteuern sei Dank - St.Gallen,Katholischer Kofessionsteil des Kantons St.Gallen,≤100,6
106020715591381,"Thomi Jourdan - Regierungsratskandidat Baselland - ""fürs Baselbiet vo morn""",Thomi Jourdan in den Regierungsrat,≤100,4
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,≤100,20
921336971288655,Nagra,Nagra,≤100,3
210502125711731,FDP Bezirk Affoltern,FDP.Die Liberalen Knonaueramt,≤100,6
469738339721305,SP Zürich 3,Sozialdemokratische Partei Zürich 3,≤100,23
324773857561365,Die Mitte Kanton Zürich,Die Mitte Kanton Zürich,≤100,4
388815591176119,SP Zürich 9,SP Zürich,≤100,23
200825306651250,Renato Pfeffer EVP,EVP Kanton Zürich,≤100,8
103440272521713,Sarah Fuchs in den Kantonsrat,Sarah Fuchs,≤100,27
355710291577008,Grüne Kreis 3/9,Grüne Kreis 3/9,≤100,5
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,≤100,1
105257442419923,Die Mitte Bezirk Bülach,Die Mitte Bezirk Bülach,≤100,7
103082059271118,SP Bezirk Hinwil,SP Wetzikon,≤100,12
1476717905682561,SP Zürich 6,SP Zürich 6,≤100,8
105858378539790,FDP Wädenswil,FDP Wädenswil,≤100,1
156831187737967,JUSO Kanton Zürich,Jungsozialist*innen Kanton Zürich,≤100,12
375845269120737,FDP. Die Liberalen Dietikon,FDP. Die Liberalen Dietikon,≤100,6
108206818777404,Bezirksgewerbeverband Bülach,Bezirksgewerbeverband Bülach,≤100,22
1700824713324064,SP Zürich 10,SP Zürich 10,≤100,6
778855988853776,SP Allschwil-Schönenbuch,SP Allschwil Schönenbuch,≤100,6
231086633606227,SVP Baselland,SVP Baselland,≤100,280
592045444309191,DIRECT NEWS by Michel Robadin,Michel François Robadin,≤100,2
131136176944674,FDP.Die Liberalen Bezirk Pfäffikon,FDP.Die Liberalen Bezirk Pfäffikon,≤100,17
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,3
112713445046863,Thomas Schlumpf,Thomas Schlumpf,≤100,1
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,≤100,14
155659847849677,Martin Huber in den Kantonsrat,Martin Huber in den Kantonsrat,≤100,5
101669982579717,Die Mitte Bezirk Uster,Die Mitte Bezirk Uster,≤100,9
100195119489766,Benno Scherrer in den Regierungsrat,Benno Scherrer,≤100,1
109213507316253,SP Zürich 11,SP Zürich,≤100,13
1092252917594218,Initiative pour les glaciers,Association suisse pour la protection du climat,≤100,5
257497631736082,Gletscher-Initiative,Verein Klimaschutz Schweiz,≤100,4
119245155521044,Ylli Doko - Politiker - FDP Die.Liberalen,Ylli Doko,≤100,3
