Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
106433519384639,Haber7,Haber7,2559,16
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,2531,6
361974300504638,T.C. Sağlık Bakanlığı,These ads ran without a disclaimer,1916,1
1942379969344042,Taste of Hilton,These ads ran without a disclaimer,1804,1
102095934751904,Deva Partisi,Deva Partisi,1786,2
105376981385020,Referandom,Referandom,941,2
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,902,1
851556338241562,Ayşen Kurt,Ayşen Kurt,710,5
225191551573689,Okşan Ulusoy Efe,Okşan Ulusoy Efe,666,2
823788047675556,Call of War,These ads ran without a disclaimer,540,2
1921374511491494,Muhammet Gökhan Kilit Sayfası,Muhammed Gokhan Kilit,502,1
786257948380440,Çetin Akın,Çetin Akın,500,1
108252655310283,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,489,1
346006742126033,Bornova Belediyesi,Bornova Belediyesi,446,5
103512145794595,İnsanlık İçin,İnsanlık İçin,417,8
114645601565956,Uğur Karaca,Uğur Karaca,402,5
191453580768,Yeni Şafak,Piri Medya Anonim Sirketi,400,6
1481865401841739,Müge Yıldız Topak,Sinan Karışan,328,3
407370093070640,Kemal Bilal ÖNER,Markam Reklam,300,4
100390712964512,Deli Kadın,kurumsal reklam,297,3
100930021431743,Gazete Kolektif,Ercan Erdal,254,3
108276755484504,Global Engineer Girls,These ads ran without a disclaimer,244,1
108376020766134,Metin Bolat,Metin Bolat,239,2
115203036969497,Mehmet Yunus Seven,Mehmet Yunus Seven,231,1
459314071262613,Zeynettin Aydın,Zeynettin Aydın,214,2
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,208,1
117239231268267,Levent Ozdemir Seçim Sayfası,Levent Özdemir,205,2
1633804936875233,Ömer GÜNEL,Ömer Günel,197,1
115200872713381,Muzaffer Bıyık,Darıca Belediyesi,196,1
358808010976814,Fatih Çalışkan,Fatih Çalışkan,195,3
108552928182311,Al Sancak Partisi,Nuri Çelebi,195,1
343046426301452,Hakan Koştu,Hakan Koştu,193,6
2234782036766963,Dr. Cemil Tugay,Dr. Cemil Tugay,181,4
100665102848993,Gün Gün Kurtuluş,İlker  Tanrıverdi,163,3
102849951230691,المسار للدراسات الإنسانية,المسار للدراسات الإنسانية,161,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,160,1
108390012832175,Fatih Akkentli,Fatih Akkentli,155,5
114357406669727,ABB TV,Antalya Büyükşehir Belediyesi,153,2
1721346424767273,Mehmet GÜZELMANSUR,Mehmet Güzelmansur,151,1
106879338020716,Halk Ajans,Resul Mesut Büyüksarı,148,1
1620080691588973,Serkan SARI,Serkan Sarı,148,2
1104153776387884,Halk Haber Ajansı,Resul Mesut Büyüksarı,148,1
102675569405272,Azade Ay,Tolga Hünkar,147,1
197750943681205,Antalya Büyükşehir Belediyesi,Antalya Büyükşehir Belediyesi,144,2
1417921925117254,Gazete Ege,Gazete Ege,141,1
104443639226656,Nilüfer Erk Oğuz,Ahmet Özer Esgin,136,2
100147956293561,Düzcenin Evladı,Düzcenin Evladı,135,2
575755372513811,Muhittin Böcek,Antalya Büyükşehir Belediyesi,123,2
557866130988813,Çiftçi TV,Çiftçi TV,122,2
