Location name,Amount spent (MYR)
Johor,2297
Kedah,8431
Kelantan,3724
Kuala Lumpur,3827
Labuan,105
Malacca,833
Negeri Sembilan,4927
Pahang,1034
Penang,4028
Perak,2715
Perlis,242
Putrajaya,195
Sabah,1073
Sarawak,957
Selangor,38369
Terengganu,4094
Unknown,≤100
