Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,8970
Apure,254485
Aragua,2523209
Barinas,504485
Bolívar (state),2013454
Capital District,5013454
Carabobo,1871456
Cojedes,209483
Delta Amacuro,144999
Falcón,6819434
Guárico,504485
Lara,1388959
Miranda (state),2391967
Monagas,4485
Mérida,504485
Nueva Esparta,254485
Portuguesa,758970
Sucre,454481
Trujillo,254485
Táchira,9754485
Vargas,592496
Yaracuy,1004485
Zulia,10272424
