Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,7898154,7
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,6770619,10
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,5776328,10
102099256044892,G24 Golkar DKI,Yayasan Golkar Institute SPKP,3850859,24
110777495104378,Teman Puan,Puan 2024,3727866,45
108308008686834,G24 Golkar Jabar,Yayasan Golkar Institut SPKP,1543930,3
102766839263043,G24 Golkar Kaltim,Yayasan Golkar Institut SPKP,1241608,6
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,1203471,3
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,1107054,16
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,827680,15
101960622677350,E-KTA Partai Golkar,Yayasan Golkar Institute SPKP,778927,2
106074385580593,G24 Golkar Banten,Yayasan Golkar Institut SPKP,765024,2
102317908914727,Climate Justice Indonesia,Climate Justice Indonesia,742290,10
105124862343150,G24 Golkar Jateng,Yayasan Golkar Institut SPKP,723804,3
105567345649477,G24 Golkar Sumsel,Yayasan Golkar Institut SPKP,679174,2
105621692292591,G24 Golkar Sulsel,Yayasan Golkar Institut SPKP,642029,3
109614491898151,G24 Golkar NTT,Yayasan Golkar Institut SPKP,630644,4
756567881057213,Airlangga Hartarto,Airlangga Hartarto,630620,18
102122622640795,Catatan Menko Airlangga,Yayasan Golkar Institut,593070,3
105221008197416,Pemerintah Kota Kupang,Pemerintah Kota Kupang,589817,5
106659018854198,G24 Golkar Jatim,Yayasan Golkar Institut SPKP,580667,2
2737071922975168,International Conference on Cohesive Societies,These ads ran without a disclaimer,564585,1
228998964266672,Pemprov Jawa Timur,Ayu Fitria Mandarasari,518402,8
109421458610554,G24 Golkar Riau,Yayasan Golkar Institute SPKP,493899,2
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,468694,6
107087892161368,G24 Golkar Sulut,Yayasan Golkar Institute SPKP,391337,2
173776079818775,Saiful Mujani,Saidiman,373617,2
104278069107924,G24 Golkar NTB,Yayasan Golkar Institute SPKP,362814,2
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,362109,5
107242742146137,G24 Golkar Babel,Yayasan Golkar Institute SPKP,361331,15
103610389181419,G24 Golkar Jambi,Yayasan Golkar Institut SPKP,340153,4
111335038951442,Sapawarga Kota Surabaya,Dinni Anggraeni,339177,3
105351238986805,G24 Golkar Sumut,Yayasan Golkar Institut SPKP,328593,2
204862942932993,Nikkei Asia,These ads ran without a disclaimer,327401,3
106559844743969,kumparanplus,PT. Dynamo Media Network,310590,3
144214102401186,Maman Abdurrahman,Maman Abdurrahman,305155,5
1132036383505927,Bangga Surabaya,Dinni Anggraeni,253141,4
107965558190911,Bansos by DTKS,Mirza Eko Purwanto,251447,1
102551632634848,G24 Golkar Papua,Yayasan Golkar Institute SPKP,246100,5
102477679297861,G24 Golkar Sumbar,Yayasan Golkar Institute SPKP,238898,2
101389706093580,G24 Golkar Lampung,Yayasan Golkar Institute SPKP,237604,2
