Location name,Amount spent (ARS)
Buenos Aires,2133558
Catamarca,97701
Chaco,104812
Chubut,79451
Ciudad Autónoma de Buenos Aires,343159
Corrientes,74089
Córdoba,3543717
Entre Rios,113241
Formosa,45086
Jujuy,421913
La Pampa,271350
La Rioja,217677
Mendoza,243504
Misiones,1058924
Neuquén,24028
Río Negro,30454
Salta,2084243
San Juan,472332
San Luis,261225
Santa Cruz,32157
Santa Fe,630513
Santiago del Estero,19908
Tierra del Fuego,328217
Tucuman,311476
Unknown,444
