Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
543230525840908,Asianerial Advisory Int.,Asianerial Advisory Int.,106,34
648941691867874,Kroko ក្រគរ កែវ រតនៈ,Kroko ក្រគរ កែវ រតនៈ,≤100,1
113910694896133,SK លក់សំភារៈគ្រប់មុខ,These ads ran without a disclaimer,≤100,1
271082999713221,CCFR,CCFR,≤100,4
101029751624330,គង់ សោភ័ណ្ឌ អភិបាលខេត្តកណ្តាល Kong Sophorn Governor of Kandal Province,គង់ សោភ័ណ្ឌ អភិបាលខេត្តកណ្តាល Kong Sophorn Governor of Kandal Province,≤100,2
116704241030099,ក្រុមការងារចុះមូលដ្ឋានសង្កាត់បឹងសាឡាង,ក្រុមការងារចុះមូលដ្ឋានសង្កាត់បឹងសាឡាង,≤100,5
1309741899186397,CamboJANews,CamboJANews,≤100,11
353597324672004,You Can Win,These ads ran without a disclaimer,≤100,1
558050957660331,ព្រឹទ្ធសភាកម្ពុជា Senate of Cambodia,ព្រឹទ្ធសភាកម្ពុជា Senate of Cambodia,≤100,2
106374614548737,ខេមបូចា ព័ត៌មាន,ខេមបូចា ព័ត៌មាន,≤100,8
115261694500897,ជីសារាយសមុទ្រ សញ្ញាកុកទេព,These ads ran without a disclaimer,≤100,1
2260430647540976,កម្ពុជា ៤.០ - Cambodia 4.0,កម្ពុជា ៤.០ - Cambodia 4.0,≤100,2
105866705100869,Khmer Tech Market,Khmer Tech Market,≤100,2
1908630702702902,រី វ៉ាន់រ័ត្ន - Ry VannRoth,រី វ៉ាន់រ័ត្ន - Ry VannRoth,≤100,5
283296866817129,CHK-News,CHK-News,≤100,1
112384695080833,Shoes Me Store II,These ads ran without a disclaimer,≤100,1
1582014712074227,គណបក្សប្រជាជនកម្ពុជា Cambodian People's Party,គណបក្សប្រជាជនកម្ពុជា Cambodian People's Party,≤100,6
1129900250496858,EBo_Bookstore,EBo_Bookstore,≤100,3
332334674254527,"VSR Agritrading co.,ltd",These ads ran without a disclaimer,≤100,2
1070093136356569,PPCBank,These ads ran without a disclaimer,≤100,1
1653709768184867,ជ្រុន ថេរ៉ាវ៉ាត - Chrun Theravat,ជ្រុន ថេរ៉ាវ៉ាត - Chrun Theravat,≤100,2
1564513550481678,សារព័ត៌មាន ប្រជាជនយើង MPN,សារព័ត៌មាន ប្រជាជនយើង MPN,≤100,1
100643558331556,NVHM,These ads ran without a disclaimer,≤100,1
349265428467516,ក្រសួងព័ត៌មាន - Ministry of Information,These ads ran without a disclaimer,≤100,1
110066032066455,Then let’s,These ads ran without a disclaimer,≤100,1
1573558766204513,PSI Cambodia,These ads ran without a disclaimer,≤100,1
1596870507201410,HMK Printing & Rubber Stamp,These ads ran without a disclaimer,≤100,1
113190521700862,ផ្ការុះរោយ,These ads ran without a disclaimer,≤100,1
259593837943688,សមាគមកម្លាំងសាមគ្គីដើម្បីសន្តិភាព,These ads ran without a disclaimer,≤100,1
100601049516193,តាឡុង,These ads ran without a disclaimer,≤100,1
844603092353014,ជា ពិសី - Chea Pisey,ជា ពិសី - Chea Pisey,≤100,2
110176682078239,អ្នកគ្រូ សឿន ខាន់រ៉ា ការងារប្រទេស ជប៉ុន ថៃ,These ads ran without a disclaimer,≤100,1
107045848966758,Balsam APP,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
137412866820,RSL Awards,These ads ran without a disclaimer,≤100,1
114773011678194,Hohioes,These ads ran without a disclaimer,≤100,1
529713137232746,RaGe,These ads ran without a disclaimer,≤100,1
