Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
234659001772,Arbeiderpartiet,Arbeiderpartiet,11240,7
135843375926,UNICEF Norge,UNICEF Norge,9781,13
371106536283235,DAG OG TID,Dag og Tid AS,4270,1
20468812735,LO,LO,1465,15
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,1265,4
132368899297,Framtiden i våre hender,Framtiden i våre hender,1173,21
10953652930,Høyre,Høyre,1122,19
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,1112,12
2398568533531114,Velferdsmiks,NHO Geneo,1110,28
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1063,17
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,1034,1
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,921,4
1663819643914700,FrPs sametingsgruppe,Arthur Tørfoss,882,1
126448980866214,Klassekampen,Klassekampen,857,1
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,796,2
10254410675,Venstre,Venstre,766,8
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,537,1
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,518,11
149452772322646,Snusinfo.no,Swedich Match Norge,354,3
536745556722065,Lillestrøm FrP,Lillestrøm FrP,348,2
201881833288298,Pårørendesenteret,Pårørendesenteret,324,35
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,286,2
119878348024795,ULOBA,Uloba - Independent Living Norge,284,21
200983583270624,NHO Service og Handel,NHO Service og Handel,278,1
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,258,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,253,2
141589002521022,Oslo Høyre,Oslo Høyre,245,5
329095637110085,FRANTZ AS,Frantz as,241,3
190614597633726,Bærum FrP,Bærum FrP,239,16
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,229,6
117726821605303,PBL,Aurora Dyrnes,220,1
1281475135310961,Sissel Knutsen Hegdal - ordførerkandidat Høyre,Sissel Knutsen Hegdal,219,1
63069821771,Naturviterne,Naturviterne - Fagforening med hjerte for bærekraft,169,1
102203325950193,Ingvild Lemme Kristiansen,Stendi,168,6
120374971332864,Kagge Forlag,Kagge Forlag,161,1
102661254440027,Pårørendeaksjonen Moss - For en verdig alderdom,Pårørendeaksjonen Moss - For en verdig alderdom,156,2
