Location name,Amount spent (USD)
Alabama,10575
Alaska,4604
American Samoa,≤100
Arizona,33945
Arkansas,7246
California,97613
Colorado,19598
Connecticut,9453
Delaware,2571
Florida,86230
Georgia,28015
Guam,≤100
Hawaii,3203
Idaho,9285
Illinois,32346
Indiana,17593
Iowa,9139
Kansas,8969
Kentucky,13791
Louisiana,12072
Maine,8605
Maryland,19600
Massachusetts,14363
Michigan,46459
Minnesota,17945
Mississippi,6359
Missouri,18533
Montana,6614
Nebraska,8715
Nevada,12291
New Hampshire,3657
New Jersey,23740
New Mexico,9238
New York,75270
North Carolina,29672
North Dakota,2095
Northern Mariana Islands,≤100
Ohio,33525
Oklahoma,13023
Oregon,13316
Pennsylvania,53031
Puerto Rico,≤100
Rhode Island,2147
South Carolina,11960
South Dakota,2977
Tennessee,20259
Texas,78032
Unknown,107
Utah,15905
Vermont,2455
Virgin Islands (U.S.),≤100
Virginia,24300
Washington,22455
"Washington, District of Columbia",7406
West Virginia,8512
Wisconsin,30876
Wyoming,2003
