Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,50000,151
112229035481469,HK Danmark,HK Danmark,7423,8
114022008656246,Danmarks Indsamling,Danmarks Indsamling,7021,4
250994288337708,Sex og Samfund,Sex og Samfund,7002,25
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,6427,36
59143726810,Psykiatrifonden,Psykiatrifonden,6019,7
65929129383,Røde Kors,Røde Kors,3813,14
123653695693986,Motatos Danmark,Motatos,3011,9
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2980,39
12860228293,Politiken,Politiken,2645,17
12787473132,Berlingske,Berlingske,2616,58
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,1917,49
748887235210811,Obton Forvaltning A/S,Obton A/S,1783,11
22030968736,Anima,Anima,1644,3
104023927005,NRGi,NRGi,1410,12
924692171033381,"UNHCR, FN’s Flygtningeorganisation",These ads ran without a disclaimer,1405,2
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1383,2
106468772046278,Project Greensand,Project Greensand,1252,11
133707013355759,Danner,Danner,1168,1
437410226312057,Københavns Kommune,Københavns Kommune,1105,6
55365680705,Greenpeace Danmark,Greenpeace Danmark,969,11
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,952,3
287306323369,Børnecancerfonden,Børnecancerfonden,918,4
102154048301476,Lederstof.dk,Lederne,900,27
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,874,27
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,839,13
126543540781090,Ældre Sagen,Ældre Sagen,795,22
72672361910,Børns Vilkår,Børns Vilkår,787,10
867877683280051,Weekendavisen,Weekendavisen,773,80
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,724,17
246977185497434,Plastic Change,Plastic Change,698,9
304554445813,Videncentret Bolius,Videncentret Bolius,656,13
181330585392156,Skattestyrelsen,Skattestyrelsen,629,3
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,616,6
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,554,2
1417372171814283,Byggegruppen 3F,Byggegruppen 3F,515,2
182121298931589,Odense Kommune,Odense Kommune,493,3
130388840342741,Danske Bank,Danske Bank,482,4
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,481,4
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,471,3
1724068710936501,Anja C Jensen,HK Danmark,446,2
110560691837684,SolCompagniet,SolCompagniet,434,1
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,433,24
36664432940,Amnesty International Danmark,Amnesty Danmark,412,12
105511328705392,HØRT,Børns Vilkår,398,4
334571029981175,DM og MA studerende,DM,386,4
304554445813,Videncentret Bolius,Bolius,354,3
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,332,2
314676938743,DM din akademiske fagforening,DM,292,12
1704424023182897,Politiken Historie,Politiken Historie,291,14
107486401107023,Vores Tid,These ads ran without a disclaimer,273,3
274801571048099,Phillip Westh Weirup,Phillip Bruun Weirup,249,2
246097715413231,Alkohol & Samfund,Alkohol & Samfund,239,10
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,231,5
100857642031055,Stem på Steffen Damborg til NRGi-valg,Steffen Damborg,229,4
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,218,2
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,204,1
193517444318325,Mellemfolkeligt Samvirke Aarhus,Mellemfolkeligt Samvirke,200,3
67571270393,Red Barnet,Red Barnet,182,5
12390252419,Region Nordjylland,Region Nordjylland,174,2
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,169,2
852608988134698,Tikko,Tikko,168,1
186645960378,Danwatch,Danwatch,151,2
390925417751473,Erling Bonnesen,Erling Bonnesen,146,2
135160493347668,HK Service Hovedstaden,Irina Frost,143,2
190899834388,PROSA - Forbundet af It-professionelle,Emilie Kristine K. Rasmussen,133,1
145194885519706,Kulturværftet,Kulturværftet,132,2
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,130,2
1550050698545795,Artpusher,Artpusher,128,4
1405355586351630,Carlsbergfondet,Carlsbergfondet,114,2
1667366646866527,Mads Panny,Mads Panny,111,2
137990456269928,Ole Jakobsen - den utraditionelle,Ole Jakobsen,110,2
494902077334290,Tuborgfondet,Tuborgfondet,105,7
1822254634537356,Nye tider,Nyetider.nu,≤100,2
341299649231023,Zetland,Zetland,≤100,3
384003985972,Greentel,Greentel,≤100,4
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,6
1037138983037629,Hjem til Alle alliancen,Hjem til Alle,≤100,2
163693837526135,Ann Lindhardt,Lindhardt Ann Lindgren,≤100,1
472848442798724,Socialdemokratiet i Ringkøbing-Skjern,Per  Stefansen,≤100,1
108712950993575,MIGHTY MONDAY,These ads ran without a disclaimer,≤100,1
100128239058377,Rebecca Plomin - Det konservative Folkeparti,Rebecca Plomin,≤100,1
87468072466,Copenhagen Pride,Copenhagen Pride,≤100,2
310296079364646,Claus Wistoft,Venstre Syddjurs,≤100,3
100913339248794,"Alt det vi ikke siger højt, plus det løse - af Kristina Klindt","Alt det vi ikke siger højt, plus det løse - af Kristina Klindt",≤100,1
144073492279043,Teatret Svalegangen,Teatret Svalegangen,≤100,5
1593096394235356,Dansk Brøndejerforening,Søren Klinkby Hansen,≤100,1
646735655435113,Bevar en stærk TrygFond,Tobias Bornakke Jørgensen,≤100,2
336333896418452,Assens Kommune,Assens Kommune,≤100,2
32416796716,Lindhardt og Ringhof,Lindhardt og Ringhof,≤100,2
703543806324512,Vi-partiet,Larsen Thomas,≤100,2
1575778185971300,Alayn - Almennyttig Fond,Alayn Almennyttig Fond,≤100,1
568507866664113,Forlaget Orbis,Forlaget Orbis,≤100,1
506942356126650,Glostrup Forsyning,Glostrup Forsyning,≤100,7
339042332802538,Frederiksberg Forsyning,Frederiksberg Forsyning,≤100,2
179420709465,Venstre Mors,Venstre Mors,≤100,1
101286428483346,Annette Blynel,SF - Socialistisk Folkeparti,≤100,1
100416662311928,Vid&Sans,Tore Bonnerup,≤100,1
