Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
121443474562882,Fugo,These ads ran without a disclaimer,15563,3
562429187164086,Hilmi Türkmen,Üsküdar Belediyesi,4232,1
107754875610654,10 Haber,10 Haber,2239,3
100675732413915,Anketci.Net,Anketci.Net,2072,7
197517611840,Eren Erdem,Eren Erdem,1705,1
100701695747178,Usta Kasap,Şenpiliç Gıda Sanayi A.Ş.,1279,3
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,986,3
100942688529011,osmaniyeyerfistigi80,osmaniyeyerfistigi80,719,1
1493744950841097,Kınık Belediyesi,Sadik Dogruer,708,7
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,621,1
110471555281943,Poddy Türkiye,Poddy Türkiye,617,12
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,544,3
575755372513811,Muhittin Böcek,Muhittin Böcek,534,6
101857002792819,Son Dakika 35,Son Dakika 35,496,1
114357406669727,ABB TV,Antalya Büyükşehir Belediyesi,486,11
505757142770713,Rönesans Holding,Rönesans Holding Anonim Şirketi,462,4
120266711045676,Başka Açıdan Tv,Başka Açıdan TV,451,1
109883850703778,Mobil Haberci,Yasemin Toklucu,426,1
197750943681205,Antalya Büyükşehir Belediyesi,Antalya Büyükşehir Belediyesi,407,7
191453580768,Yeni Şafak,Yeni Şafak,365,5
112171721096218,Kültür Antalya,Antalya Büyükşehir Belediyesi,310,5
104385438405764,mehmetemin.toka,These ads ran without a disclaimer,301,1
346006742126033,Bornova Belediyesi,Bornova Belediyesi,297,3
108223931642561,SamsunE-dergi,Samsun E Dergi,280,2
101315571670453,Webagron Tarımsal İçerik Platformu,Webagron Tarımsal İçerik Platformu,251,11
106038739210205,Bananza Story,These ads ran without a disclaimer,249,4
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,249,13
114930578292131,صحيفة صدى الإخبارية,These ads ran without a disclaimer,247,1
220319391464566,Vahap Akay,Vahap Akay,246,2
101415371278485,Kebapçı Asker Usta,These ads ran without a disclaimer,234,1
426339260809702,Oğul Aktuna,Oğul Aktuna,195,2
459314071262613,Zeynettin Aydın,Zeynettin Aydın,180,2
141311632555208,Bağımsız Türkiye Partisi,Mehmet Erkul,177,2
114888940432389,Medya Midas,Medya Midas,176,1
463215923715177,Mehmet Yiğiner,Bekir Koyuncu,161,9
1776545895921237,Nedersiniz,Nedersiniz,158,7
319726958236378,Turan Yaldır,Turan Yaldır,148,3
226410901315304,Areda Survey,Areda Survey,148,6
101272243033475,Magic of Olympus,These ads ran without a disclaimer,130,1
370465530355174,Mustafa Demir,Mustafa Demir,125,1
154119912000220,Muhittin Böcek Severler,Muhittin Böcek Severler,121,3
264018517607219,Mehmet Zeybek,Mehmet Zeybek,118,1
162426093833308,Fransızca Öğreniyorum,These ads ran without a disclaimer,118,1
112196420232776,Kurs ve Meslek,These ads ran without a disclaimer,117,1
103599182728857,Doğru Adam,Kurumsal Reklam,107,4
105716839182141,Köylü Kadın,Kurumsal Reklam,107,4
111589081920420,Kadınların Gücü,Kurumsal Reklam,106,4
108049655614131,Cumhurun Seçimi,Kurumsal Reklam,106,4
103455542772773,Serbest Parti,Rahmi Mete Ay,102,1
210993622366044,TVNET,TVNET,102,1
129348497218806,Afyonkarahisar Belediyesi,Afyonkarahisar Belediyesi,≤100,1
103185292590218,İlkadım TV Haber,İlkadım TV,≤100,1
115203036969497,Mehmet Yunus Seven,Mehmet Yunus Seven,≤100,1
