Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1360902,63
103594282676235,Piensa Distinto,Piensa Distinto,1049201,26
105933872199149,Mística,Mística,600805,14
113122186717848,Emiliano Estrada,Emiliano Estrada,252843,18
525334380868858,Martín Lousteau,Martín Lousteau,227076,23
363825283650115,Vicente López,Vicente López,143809,22
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,135985,25
450525428374372,Secretaría de Derechos Humanos de la Nación,Secretaría de Medios y Comunicación Pública,122259,10
110079031997390,Con Larreta,Con Larreta,116123,23
680986725302906,Roberto Mirabella,Hacemos Santa Fe,115633,15
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,83185,42
391699984932525,Pablo Cervi,Juntos por el Cambio Neuquén,81107,13
141472172555994,Sole Martinez,Vicente López,72548,15
256803881073240,Gobierno de Salta,Gobierno de Salta,66320,4
1466119057008930,Fundación IDEAR Córdoba.,Fundación IDEAR Córdoba.,62271,2
110746414660916,Lomas Noticias,Lomas Noticias,54905,3
289594974509402,Senado BA,Senado BA,54892,9
136275719722184,Diario El Litoral Santa Fe,El Litoral,54710,1
103088924366000,Noticias d,Noticias d,53026,219
101185599412309,Marcos para Neuquén,Marcos para Neuquen,52557,14
411231642263185,Rolo Figueroa,Rolo Figueroa,52029,5
109554821547169,CPC Jardín MuniCba,municipalidad de córdoba,43381,9
1275311129309933,Marcos Koopmann,Marcos Koopmann,40990,42
106123089070188,Indignado Neuquén,Indignado Neuquén,40408,2
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,36753,27
2000063456707351,Sole Balán,Dpto Creativo,34220,4
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,30494,14
947520791967929,Claudio Poggi,Claudio Poggi,30081,8
113138195384719,Nestor Grindetti,Nestor Grindetti,27798,11
369181306485506,Patricia Cubria,showercomunicacion,26033,6
1536637056372173,InfoData35,Info Data 35,25901,4
110276628358382,El Autónomo,El Autónomo,25663,6
108146311912164,Laburen Ladris,www.laburenladris.com,25367,18
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,25123,21
110039918575012,Noticias Express,Noticias Express,24328,3
104455719146837,El Meridiano,El Meridiano Noticias,24055,15
100686031576569,Primero la gente,Secretaría de Medios y Comunicación Pública,23710,2
100932749306130,Noticias Andinas,Noticias Andinas,23626,7
103740369249125,El Provinciano,El Provinciano,22514,8
190356261138005,Leandro Zdero,Leandro Zdero,22356,4
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,22156,11
672238573214250,Diego Arévalo,Diego Arévalo,21973,2
465558466800210,Maxi Pullaro,Maxi Pullaro,21112,8
113781658634572,Gustavo Sáenz,Gustavo Sáenz,20189,6
652162468224695,Juan Negri,Juan Negri,20135,10
546669442064267,Martiniano Molina,Martiniano Molina,19314,2
102289782502796,Prensa Digital,Prensa Digital,19264,4
726998547382753,Martin Tetaz,Martín Tetaz,19154,2
102436695787908,Chubut por el Cambio,Juntos por Chubut,18767,6
111669735076988,Hora Cero,Hora Cero Noticias,18499,6
108799495483016,Esteban Cimolai,Fire Estudios,18304,9
185922194792026,Myriam Bregman,Frente de Izquierda,18258,8
284302505110931,Juntos Tigre,JUNTOS TIGRE,17887,4
307661541236,Grupo La Provincia,GLP,17863,87
135948233146402,Municipio de Lomas de Zamora,Municipalidad de Lomas de Zamora,17468,1
155326881225340,Cristian Ritondo,Hablen de a uno,17412,6
103846469204203,La Ola Noticias,La Ola Noticias,17348,3
109343635432204,Salta es un meme,Salta es un meme,17179,4
