Location name,Amount spent (ZAR)
Eastern Cape,1085
Free State,742
Gauteng,4734
KwaZulu-Natal,1717
Limpopo,547
Mpumalanga,656
North West,518
Northern Cape,187
Unknown,≤100
Western Cape,10719
